"arm","ontology","iea_variant","ID","cluster_id","Description","p.adjust","Count","cluster_size","cluster_representative","cluster_min_padj"
"WT_heat_up","BP","with_iea","GO:0097485",20,"neuron projection guidance",0.0149719655520348,9,8,"axonogenesis",0.00282363647065884
"WT_heat_up","BP","with_iea","GO:1903557",3,"positive regulation of tumor necrosis factor superfamily cytokine production",0.0150591827605434,7,12,"positive regulation of cytokine production",1.50042459533541e-06
"WT_heat_up","BP","with_iea","GO:0050829",15,"defense response to Gram-negative bacterium",0.015477008288218,5,8,"response to bacterium",0.000947414405690874
"WT_heat_up","BP","with_iea","GO:0036293",26,"response to decreased oxygen levels",0.0159623164367988,12,3,"response to hypoxia",0.0117678460603255
"WT_heat_up","BP","with_iea","GO:0070663",12,"regulation of leukocyte proliferation",0.0161701555379148,11,23,"leukocyte proliferation",0.000438689922351499
"WT_heat_up","BP","with_iea","GO:0002920",29,"regulation of humoral immune response",0.0166419851292344,4,2,"regulation of humoral immune response",0.0166419851292344
"WT_heat_up","BP","with_iea","GO:0001656",1,"metanephros development",0.0167012500250457,5,56,"blood vessel morphogenesis",3.51386249216754e-09
"WT_heat_up","BP","with_iea","GO:1905954",24,"positive regulation of lipid localization",0.0167465113766359,6,6,"lipid export from cell",0.00691296622894491
"WT_heat_up","BP","with_iea","GO:0007599",11,"hemostasis",0.0167465113766359,10,15,"regulation of body fluid levels",0.000326939861902462
"WT_heat_up","BP","with_iea","GO:0046632",18,"alpha-beta T cell differentiation",0.0167465113766359,8,31,"positive regulation of cell development",0.00116665492851909
"WT_heat_up","BP","with_iea","GO:0071772",25,"response to BMP",0.0167465113766359,7,6,"response to steroid hormone",0.00745193618297709
"WT_heat_up","BP","with_iea","GO:0071773",25,"cellular response to BMP stimulus",0.0167465113766359,7,6,"response to steroid hormone",0.00745193618297709
"WT_heat_up","BP","with_iea","GO:0002922",29,"positive regulation of humoral immune response",0.0167465113766359,3,2,"regulation of humoral immune response",0.0166419851292344
"WT_heat_up","BP","with_iea","GO:0006700",21,"C21-steroid hormone biosynthetic process",0.0167465113766359,3,7,"regulation of lipid biosynthetic process",0.00344161916400282
"WT_heat_up","BP","with_iea","GO:0035809",11,"regulation of urine volume",0.0167465113766359,3,15,"regulation of body fluid levels",0.000326939861902462
"WT_heat_up","BP","with_iea","GO:0042730",7,"fibrinolysis",0.0167465113766359,3,19,"response to wounding",3.74651045292467e-05
"WT_heat_up","BP","with_iea","GO:0061029",1,"eyelid development in camera-type eye",0.0167465113766359,3,56,"blood vessel morphogenesis",3.51386249216754e-09
"WT_heat_up","BP","with_iea","GO:1904754",2,"positive regulation of vascular associated smooth muscle cell migration",0.0167465113766359,3,29,"positive regulation of cell migration",1.50042459533541e-06
"WT_heat_up","BP","with_iea","GO:1902895",30,"positive regulation of miRNA transcription",0.0172372424512549,5,9,"positive regulation of miRNA transcription",0.0172372424512549
"WT_heat_up","BP","with_iea","GO:0061138",1,"morphogenesis of a branching epithelium",0.0172372424512549,8,56,"blood vessel morphogenesis",3.51386249216754e-09
"WT_heat_up","BP","with_iea","GO:0045124",17,"regulation of bone resorption",0.0176134207247774,4,10,"regulation of system process",0.00114603895048557
"WT_heat_up","BP","with_iea","GO:0051897",6,"positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",0.0176134207247774,9,29,"cytokine-mediated signaling pathway",2.03952409726322e-05
"WT_heat_up","BP","with_iea","GO:0035296",11,"regulation of tube diameter",0.0181059696465862,7,15,"regulation of body fluid levels",0.000326939861902462
"WT_heat_up","BP","with_iea","GO:0043534",2,"blood vessel endothelial cell migration",0.0181059696465862,7,29,"positive regulation of cell migration",1.50042459533541e-06
"WT_heat_up","BP","with_iea","GO:0097746",11,"blood vessel diameter maintenance",0.0181059696465862,7,15,"regulation of body fluid levels",0.000326939861902462
"WT_heat_up","BP","with_iea","GO:0002366",9,"leukocyte activation involved in immune response",0.018508468986214,12,21,"positive regulation of cell activation",7.48043675535837e-05
"WT_heat_up","BP","with_iea","GO:0032496",15,"response to lipopolysaccharide",0.018508468986214,12,8,"response to bacterium",0.000947414405690874
"WT_heat_up","BP","with_iea","GO:0035150",11,"regulation of tube size",0.0189132807929602,7,15,"regulation of body fluid levels",0.000326939861902462
"WT_heat_up","BP","with_iea","GO:0071677",2,"positive regulation of mononuclear cell migration",0.0190903670713174,6,29,"positive regulation of cell migration",1.50042459533541e-06
"WT_heat_up","BP","with_iea","GO:0007520",27,"myoblast fusion",0.0190903670713174,4,7,"positive regulation of myoblast fusion",0.0121689410951606
"WT_heat_up","BP","with_iea","GO:0010573",3,"vascular endothelial growth factor production",0.0190903670713174,4,12,"positive regulation of cytokine production",1.50042459533541e-06
"WT_heat_up","BP","with_iea","GO:0052652",30,"cyclic purine nucleotide metabolic process",0.0190903670713174,4,9,"positive regulation of miRNA transcription",0.0172372424512549
"WT_heat_up","BP","with_iea","GO:1903036",7,"positive regulation of response to wounding",0.0190903670713174,5,19,"response to wounding",3.74651045292467e-05
"WT_heat_up","BP","with_iea","GO:0009190",30,"cyclic nucleotide biosynthetic process",0.0190903670713174,3,9,"positive regulation of miRNA transcription",0.0172372424512549
"WT_heat_up","BP","with_iea","GO:0010755",3,"regulation of plasminogen activation",0.0190903670713174,3,12,"positive regulation of cytokine production",1.50042459533541e-06
"WT_heat_up","BP","with_iea","GO:0031649",11,"heat generation",0.0190903670713174,3,15,"regulation of body fluid levels",0.000326939861902462
"WT_heat_up","BP","with_iea","GO:0060602",1,"branch elongation of an epithelium",0.0190903670713174,3,56,"blood vessel morphogenesis",3.51386249216754e-09
"WT_heat_up","BP","with_iea","GO:0140131",2,"positive regulation of lymphocyte chemotaxis",0.0190903670713174,3,29,"positive regulation of cell migration",1.50042459533541e-06
"WT_heat_up","BP","with_iea","GO:1901739",27,"regulation of myoblast fusion",0.0190903670713174,3,7,"positive regulation of myoblast fusion",0.0121689410951606
"WT_heat_up","BP","with_iea","GO:0002263",9,"cell activation involved in immune response",0.0191894004757067,12,21,"positive regulation of cell activation",7.48043675535837e-05
"WT_heat_up","BP","with_iea","GO:0050921",4,"positive regulation of chemotaxis",0.0199676472079183,7,4,"chemotaxis",1.50042459533541e-06
"WT_heat_up","BP","with_iea","GO:0048145",12,"regulation of fibroblast proliferation",0.0205255227232419,6,23,"leukocyte proliferation",0.000438689922351499
"WT_heat_up","BP","with_iea","GO:0007622",5,"rhythmic behavior",0.0205255227232419,4,5,"positive regulation of locomotion",2.35044382927788e-06
"WT_heat_up","BP","with_iea","GO:0009187",30,"cyclic nucleotide metabolic process",0.0205255227232419,4,9,"positive regulation of miRNA transcription",0.0172372424512549
"WT_heat_up","BP","with_iea","GO:0043524",19,"negative regulation of neuron apoptotic process",0.0205255227232419,8,7,"positive regulation of programmed cell death",0.00148903823093093
"WT_heat_up","BP","with_iea","GO:0050670",9,"regulation of lymphocyte proliferation",0.0205255227232419,10,21,"positive regulation of cell activation",7.48043675535837e-05
"WT_heat_up","BP","with_iea","GO:0043500",8,"muscle adaptation",0.0216504957695199,6,12,"tissue remodeling",4.43350331575523e-05
"WT_heat_up","BP","with_iea","GO:0034112",10,"positive regulation of homotypic cell-cell adhesion",0.0224418749512783,3,7,"positive regulation of cell adhesion",0.000105513251350538
"WT_heat_up","BP","with_iea","GO:0060143",27,"positive regulation of syncytium formation by plasma membrane fusion",0.0224418749512783,3,7,"positive regulation of myoblast fusion",0.0121689410951606
"WT_heat_up","BP","with_iea","GO:0032944",12,"regulation of mononuclear cell proliferation",0.0224418749512783,10,23,"leukocyte proliferation",0.000438689922351499
"WT_heat_up","BP","with_iea","GO:0051962",1,"positive regulation of nervous system development",0.0224418749512783,10,56,"blood vessel morphogenesis",3.51386249216754e-09
"WT_heat_up","BP","with_iea","GO:0002040",1,"sprouting angiogenesis",0.0224597882482501,7,56,"blood vessel morphogenesis",3.51386249216754e-09
"WT_heat_up","BP","with_iea","GO:0010876",24,"lipid localization",0.0224623911586491,13,6,"lipid export from cell",0.00691296622894491
"WT_heat_up","BP","with_iea","GO:0001763",1,"morphogenesis of a branching structure",0.0226964971546722,8,56,"blood vessel morphogenesis",3.51386249216754e-09
"WT_heat_up","BP","with_iea","GO:0002437",22,"inflammatory response to antigenic stimulus",0.0226964971546722,5,5,"acute inflammatory response",0.00375328653765685
"WT_heat_up","BP","with_iea","GO:0061180",1,"mammary gland epithelium development",0.0226964971546722,5,56,"blood vessel morphogenesis",3.51386249216754e-09
"WT_heat_up","BP","with_iea","GO:0051146",18,"striated muscle cell differentiation",0.0226964971546722,10,31,"positive regulation of cell development",0.00116665492851909
"WT_heat_up","BP","with_iea","GO:0007369",1,"gastrulation",0.0234821166549388,8,56,"blood vessel morphogenesis",3.51386249216754e-09
"WT_heat_up","BP","with_iea","GO:0048660",12,"regulation of smooth muscle cell proliferation",0.0240770922643511,7,23,"leukocyte proliferation",0.000438689922351499
"WT_heat_up","BP","with_iea","GO:0055006",1,"cardiac cell development",0.0240770922643511,5,56,"blood vessel morphogenesis",3.51386249216754e-09
"WT_heat_up","BP","with_iea","GO:2000630",30,"positive regulation of miRNA metabolic process",0.0240770922643511,5,9,"positive regulation of miRNA transcription",0.0172372424512549
"WT_heat_up","BP","with_iea","GO:0046850",17,"regulation of bone remodeling",0.0240770922643511,4,10,"regulation of system process",0.00114603895048557
"WT_heat_up","BP","with_iea","GO:0060428",1,"lung epithelium development",0.0240770922643511,4,56,"blood vessel morphogenesis",3.51386249216754e-09
"WT_heat_up","BP","with_iea","GO:0050767",18,"regulation of neurogenesis",0.0242110016237913,12,31,"positive regulation of cell development",0.00116665492851909
"WT_heat_up","BP","with_iea","GO:0070482",26,"response to oxygen levels",0.0242110016237913,12,3,"response to hypoxia",0.0117678460603255
"WT_heat_up","BP","with_iea","GO:0042327",31,"positive regulation of phosphorylation",0.0243707653826633,10,3,"positive regulation of phosphorylation",0.0243707653826633
"WT_heat_up","BP","with_iea","GO:0002460",13,"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0.024673438500606,12,8,"humoral immune response",0.000445570403798779
"WT_heat_up","BP","with_iea","GO:0045582",18,"positive regulation of T cell differentiation",0.024673438500606,7,31,"positive regulation of cell development",0.00116665492851909
"WT_heat_up","BP","with_iea","GO:0002237",15,"response to molecule of bacterial origin",0.0251034673839521,12,8,"response to bacterium",0.000947414405690874
"WT_heat_up","BP","with_iea","GO:0035115",1,"embryonic forelimb morphogenesis",0.0251034673839521,3,56,"blood vessel morphogenesis",3.51386249216754e-09
"WT_heat_up","BP","with_iea","GO:0035795",32,"negative regulation of mitochondrial membrane permeability",0.0251034673839521,3,2,"negative regulation of mitochondrial membrane permeability",0.0251034673839521
"WT_heat_up","BP","with_iea","GO:0051402",19,"neuron apoptotic process",0.025354242954372,11,7,"positive regulation of programmed cell death",0.00148903823093093
"WT_heat_up","BP","with_iea","GO:1902105",18,"regulation of leukocyte differentiation",0.0256378653095121,12,31,"positive regulation of cell development",0.00116665492851909
"WT_heat_up","BP","with_iea","GO:0002673",7,"regulation of acute inflammatory response",0.0257080631379001,4,19,"response to wounding",3.74651045292467e-05
"WT_heat_up","BP","with_iea","GO:0030195",7,"negative regulation of blood coagulation",0.0257080631379001,4,19,"response to wounding",3.74651045292467e-05
"WT_heat_up","BP","with_iea","GO:1902107",18,"positive regulation of leukocyte differentiation",0.0258266959291744,9,31,"positive regulation of cell development",0.00116665492851909
"WT_heat_up","BP","with_iea","GO:1903708",18,"positive regulation of hemopoiesis",0.0258266959291744,9,31,"positive regulation of cell development",0.00116665492851909
"WT_heat_up","BP","with_iea","GO:0141091",33,"transforming growth factor beta receptor superfamily signaling pathway",0.0263706681648608,11,1,"transforming growth factor beta receptor superfamily signaling pathway",0.0263706681648608
"WT_heat_up","BP","with_iea","GO:0007566",28,"embryo implantation",0.0263706681648608,5,2,"multi-organism reproductive process",0.0123357525600539
"WT_heat_up","BP","with_iea","GO:0097192",6,"extrinsic apoptotic signaling pathway in absence of ligand",0.0263706681648608,5,29,"cytokine-mediated signaling pathway",2.03952409726322e-05
"WT_heat_up","BP","with_iea","GO:0001659",11,"temperature homeostasis",0.0267077508888876,8,15,"regulation of body fluid levels",0.000326939861902462
"WT_heat_up","BP","with_iea","GO:0030324",1,"lung development",0.0267077508888876,8,56,"blood vessel morphogenesis",3.51386249216754e-09
"WT_heat_up","BP","with_iea","GO:0048659",12,"smooth muscle cell proliferation",0.0270652495330899,7,23,"leukocyte proliferation",0.000438689922351499
"WT_heat_up","BP","with_iea","GO:0071675",2,"regulation of mononuclear cell migration",0.0270652495330899,7,29,"positive regulation of cell migration",1.50042459533541e-06
"WT_heat_up","BP","with_iea","GO:0006887",16,"exocytosis",0.027403891593792,12,12,"positive regulation of secretion by cell",0.00110278628228388
"WT_heat_up","BP","with_iea","GO:0010837",12,"regulation of keratinocyte proliferation",0.027403891593792,4,23,"leukocyte proliferation",0.000438689922351499
"WT_heat_up","BP","with_iea","GO:1900047",11,"negative regulation of hemostasis",0.027403891593792,4,15,"regulation of body fluid levels",0.000326939861902462
"WT_heat_up","BP","with_iea","GO:0045596",18,"negative regulation of cell differentiation",0.0277686814603278,17,31,"positive regulation of cell development",0.00116665492851909
"WT_heat_up","BP","with_iea","GO:0031639",3,"plasminogen activation",0.0280465902470915,3,12,"positive regulation of cytokine production",1.50042459533541e-06
"WT_heat_up","BP","with_iea","GO:0046885",21,"regulation of hormone biosynthetic process",0.0280465902470915,3,7,"regulation of lipid biosynthetic process",0.00344161916400282
"WT_heat_up","BP","with_iea","GO:0051960",1,"regulation of nervous system development",0.0291735532801435,13,56,"blood vessel morphogenesis",3.51386249216754e-09
"WT_heat_up","BP","with_iea","GO:0030323",1,"respiratory tube development",0.0291931476625661,8,56,"blood vessel morphogenesis",3.51386249216754e-09
"WT_heat_up","BP","with_iea","GO:0038034",6,"signal transduction in absence of ligand",0.0291931476625661,5,29,"cytokine-mediated signaling pathway",2.03952409726322e-05
"WT_heat_up","BP","with_iea","GO:0045670",18,"regulation of osteoclast differentiation",0.0291931476625661,5,31,"positive regulation of cell development",0.00116665492851909
"WT_heat_up","BP","with_iea","GO:0002287",9,"alpha-beta T cell activation involved in immune response",0.0294733591472091,6,21,"positive regulation of cell activation",7.48043675535837e-05
