"tf","shared_targets","pct_of_hif1a_set","family"
"Foxk1",1,0.28328611898017,"other"
"Foxn4",1,0.28328611898017,"other"
"Foxo6",1,0.28328611898017,"other"
"Gbx2",1,0.28328611898017,"other"
"Glis3",1,0.28328611898017,"other"
"Hand1",1,0.28328611898017,"other"
"Hcfc1",1,0.28328611898017,"other"
"Hes3",1,0.28328611898017,"other"
"Hes4",1,0.28328611898017,"other"
"Hes6",1,0.28328611898017,"other"
"Hopx",1,0.28328611898017,"other"
"Hoxa11",1,0.28328611898017,"other"
"Hoxa13",1,0.28328611898017,"other"
"Hoxb4",1,0.28328611898017,"other"
"Hoxb6",1,0.28328611898017,"other"
"Hoxd13",1,0.28328611898017,"other"
"Hoxd9",1,0.28328611898017,"other"
"Ikzf2",1,0.28328611898017,"other"
"Insm1",1,0.28328611898017,"other"
"Irx2",1,0.28328611898017,"other"
"Kat6a",1,0.28328611898017,"other"
"Kat6b",1,0.28328611898017,"other"
"Kat8",1,0.28328611898017,"other"
"Kcnip3",1,0.28328611898017,"other"
"Klf16",1,0.28328611898017,"other"
"Kmt2c",1,0.28328611898017,"other"
"Kmt2e",1,0.28328611898017,"other"
"L3mbtl1",1,0.28328611898017,"other"
"Lbx1",1,0.28328611898017,"other"
"Lhx4",1,0.28328611898017,"other"
"Lhx8",1,0.28328611898017,"other"
"Limd1",1,0.28328611898017,"other"
"Lmo3",1,0.28328611898017,"other"
"Maff",1,0.28328611898017,"other"
"Maml2",1,0.28328611898017,"other"
"Med12",1,0.28328611898017,"other"
"Med26",1,0.28328611898017,"other"
"Mef2bl",1,0.28328611898017,"other"
"Meis2",1,0.28328611898017,"other"
"Meis3",1,0.28328611898017,"other"
"Meox1",1,0.28328611898017,"other"
"Mid2",1,0.28328611898017,"other"
"Mixl1",1,0.28328611898017,"other"
"Mkx",1,0.28328611898017,"other"
"Mlx",1,0.28328611898017,"other"
"Mxd4",1,0.28328611898017,"other"
"Myt1l",1,0.28328611898017,"other"
"Nacc2",1,0.28328611898017,"other"
"Ncoa6",1,0.28328611898017,"other"
"Ndn",1,0.28328611898017,"other"
"Neurod6",1,0.28328611898017,"other"
"Neurog1",1,0.28328611898017,"other"
"Nfx1",1,0.28328611898017,"other"
"Nhlh1",1,0.28328611898017,"other"
"Nhlh2",1,0.28328611898017,"other"
"Nkx2-6",1,0.28328611898017,"other"
"Nkx2-9",1,0.28328611898017,"other"
"Nkx3-2",1,0.28328611898017,"other"
"Nkx6-3",1,0.28328611898017,"other"
"Nme2",1,0.28328611898017,"other"
"Noto",1,0.28328611898017,"other"
"Nr1d2",1,0.28328611898017,"other"
"Nrl",1,0.28328611898017,"other"
"Nsd2",1,0.28328611898017,"other"
"Ovol2",1,0.28328611898017,"other"
"Park7",1,0.28328611898017,"other"
"Pax1",1,0.28328611898017,"other"
"Pax4",1,0.28328611898017,"other"
"Pax9",1,0.28328611898017,"other"
"Phb",1,0.28328611898017,"other"
"Phf20",1,0.28328611898017,"other"
"Phf8",1,0.28328611898017,"other"
"Phox2a",1,0.28328611898017,"other"
"Pias4",1,0.28328611898017,"other"
"Plag1",1,0.28328611898017,"other"
"Plagl2",1,0.28328611898017,"other"
"Pou2f3",1,0.28328611898017,"other"
"Ppargc1b",1,0.28328611898017,"other"
"Ppp1r13l",1,0.28328611898017,"other"
"Prdm10",1,0.28328611898017,"other"
"Prdm16",1,0.28328611898017,"other"
"Prdm5",1,0.28328611898017,"other"
"Prop1",1,0.28328611898017,"other"
"Rbfox2",1,0.28328611898017,"other"
"Rfx2",1,0.28328611898017,"other"
"Rfx5",1,0.28328611898017,"other"
"Rhox13",1,0.28328611898017,"other"
"Rnf14",1,0.28328611898017,"other"
"Rorb",1,0.28328611898017,"other"
"Rreb1",1,0.28328611898017,"other"
"Ruvbl1",1,0.28328611898017,"other"
"Rxrb",1,0.28328611898017,"other"
"Sall3",1,0.28328611898017,"other"
"Scrt1",1,0.28328611898017,"other"
"Setbp1",1,0.28328611898017,"other"
"Sf1",1,0.28328611898017,"other"
"Sim1",1,0.28328611898017,"other"
"Sirt6",1,0.28328611898017,"other"
"Ski",1,0.28328611898017,"other"
"Slc2a4rg",1,0.28328611898017,"other"
"Smad9",1,0.28328611898017,"other"
"Smarcb1",1,0.28328611898017,"other"
"Smarcc1",1,0.28328611898017,"other"
"Sox1",1,0.28328611898017,"other"
"Sox11",1,0.28328611898017,"other"
"Sox18",1,0.28328611898017,"other"
"Sox7",1,0.28328611898017,"other"
"Sp100",1,0.28328611898017,"other"
"Sp5",1,0.28328611898017,"other"
"Spen",1,0.28328611898017,"other"
"Stox1",1,0.28328611898017,"other"
"Supt20",1,0.28328611898017,"other"
"Taf4",1,0.28328611898017,"other"
"Taf5",1,0.28328611898017,"other"
"Tbl1x",1,0.28328611898017,"other"
"Tbx10",1,0.28328611898017,"other"
"Tbx20",1,0.28328611898017,"other"
"Tcf20",1,0.28328611898017,"other"
"Tead2",1,0.28328611898017,"other"
"Tet2",1,0.28328611898017,"other"
"Tfap2e",1,0.28328611898017,"other"
"Tfcp2l1",1,0.28328611898017,"other"
"Tfec",1,0.28328611898017,"other"
"Tle1",1,0.28328611898017,"other"
"Tle4",1,0.28328611898017,"other"
"Tle5",1,0.28328611898017,"other"
"Trim12c",1,0.28328611898017,"other"
"Trim14",1,0.28328611898017,"other"
"Trim15",1,0.28328611898017,"other"
"Trim21",1,0.28328611898017,"other"
"Trim22",1,0.28328611898017,"other"
"Trim27",1,0.28328611898017,"other"
"Trim31",1,0.28328611898017,"other"
"Trim62",1,0.28328611898017,"other"
"Trim8",1,0.28328611898017,"other"
"Trp53bp1",1,0.28328611898017,"other"
"Uri1",1,0.28328611898017,"other"
"Vsx1",1,0.28328611898017,"other"
"Wnt3a",1,0.28328611898017,"other"
"Yy2",1,0.28328611898017,"other"
"Zbtb10",1,0.28328611898017,"other"
"Zbtb12",1,0.28328611898017,"other"
"Zbtb14",1,0.28328611898017,"other"
"Zbtb18",1,0.28328611898017,"other"
"Zbtb20",1,0.28328611898017,"other"
"Zbtb32",1,0.28328611898017,"other"
"Zbtb5",1,0.28328611898017,"other"
"Zbtb8a",1,0.28328611898017,"other"
"Zbtb8b",1,0.28328611898017,"other"
"Zfat",1,0.28328611898017,"other"
"Zfp1",1,0.28328611898017,"other"
"Zfp128",1,0.28328611898017,"other"
"Zfp202",1,0.28328611898017,"other"
"Zfp217",1,0.28328611898017,"other"
"Zfp219",1,0.28328611898017,"other"
"Zfp236",1,0.28328611898017,"other"
"Zfp263",1,0.28328611898017,"other"
"Zfp281",1,0.28328611898017,"other"
"Zfp287",1,0.28328611898017,"other"
"Zfp335",1,0.28328611898017,"other"
"Zfp383",1,0.28328611898017,"other"
"Zfp395",1,0.28328611898017,"other"
"Zfp410",1,0.28328611898017,"other"
"Zfp451",1,0.28328611898017,"other"
"Zfp503",1,0.28328611898017,"other"
"Zfp523",1,0.28328611898017,"other"
"Zfp57",1,0.28328611898017,"other"
"Zfp637",1,0.28328611898017,"other"
"Zfp711",1,0.28328611898017,"other"
"Zfp750",1,0.28328611898017,"other"
"Zfp804a",1,0.28328611898017,"other"
"Zhx3",1,0.28328611898017,"other"
"Zkscan3",1,0.28328611898017,"other"
"Zkscan4",1,0.28328611898017,"other"
"Zkscan7",1,0.28328611898017,"other"
"Zmiz1",1,0.28328611898017,"other"
"Zmynd11",1,0.28328611898017,"other"
"Znf195",1,0.28328611898017,"other"
"Znf224",1,0.28328611898017,"other"
"Znf77",1,0.28328611898017,"other"
"Zxdc",1,0.28328611898017,"other"
