"contrast","statistic","source","score","rank","direction","axis","key_tf"
"Temp_main","mlm","Irf5",2.97002855679022,12,"Up","other",FALSE
"Temp_main","norm_wsum","Srebf2",-4.34256311513405,1,"Down","other",FALSE
"Temp_main","norm_wsum","Foxo3",-4.27970063388573,2,"Down","other",FALSE
"Temp_main","norm_wsum","Smarca4",-3.7339509297734,3,"Down","other",FALSE
"Temp_main","norm_wsum","Hic1",-3.51637949630798,4,"Down","other",FALSE
"Temp_main","norm_wsum","Zeb1",-3.5141855523561,5,"Down","other",FALSE
"Temp_main","norm_wsum","Spib",-3.45633042890671,6,"Down","other",FALSE
"Temp_main","norm_wsum","Srebf1",-3.40158055385564,7,"Down","other",FALSE
"Temp_main","norm_wsum","Tbx3",-3.33133541458838,8,"Down","other",FALSE
"Temp_main","norm_wsum","Klf17",-3.2555854156955,9,"Down","other",FALSE
"Temp_main","norm_wsum","Smad7",-3.18965330269963,10,"Down","other",FALSE
"Temp_main","norm_wsum","Aip",-3.12796773926507,11,"Down","other",FALSE
"Temp_main","norm_wsum","Mlxip",-3.12373797197764,12,"Down","other",FALSE
"Temp_main","norm_wsum","Egr1",6.91911051706959,1,"Up","other",FALSE
"Temp_main","norm_wsum","Rela",5.93347552746376,2,"Up","IFN",TRUE
"Temp_main","norm_wsum","Hif1a",5.83787788534317,3,"Up","HIF",TRUE
"Temp_main","norm_wsum","Jun",5.65937479869313,4,"Up","other",FALSE
"Temp_main","norm_wsum","Sp1",5.55392992969384,5,"Up","other",FALSE
"Temp_main","norm_wsum","Hoxd3",5.40440628436922,6,"Up","other",FALSE
"Temp_main","norm_wsum","Ncoa1",5.3698249147585,7,"Up","other",FALSE
"Temp_main","norm_wsum","Nfkb",5.33767476462039,8,"Up","other",FALSE
"Temp_main","norm_wsum","Hsf2",5.21188075485696,9,"Up","other",FALSE
"Temp_main","norm_wsum","Stat5a",5.14129895997268,10,"Up","other",FALSE
"Temp_main","norm_wsum","Nfkb1",4.97383157725036,11,"Up","IFN",TRUE
"Temp_main","norm_wsum","Jund",4.93041165384487,12,"Up","other",FALSE
"Temp_main","ulm","Foxo3",-3.72215717767326,1,"Down","other",FALSE
"Temp_main","ulm","Aip",-3.72033662474848,2,"Down","other",FALSE
"Temp_main","ulm","Hic1",-3.67810337554968,3,"Down","other",FALSE
"Temp_main","ulm","Zeb1",-3.47453596208557,4,"Down","other",FALSE
"Temp_main","ulm","Tbx3",-3.33551307874555,5,"Down","other",FALSE
"Temp_main","ulm","Srebf2",-3.31427797980188,6,"Down","other",FALSE
"Temp_main","ulm","Smarca4",-3.26711313932636,7,"Down","other",FALSE
"Temp_main","ulm","Klf17",-3.24652273507861,8,"Down","other",FALSE
"Temp_main","ulm","Foxf2",-3.2383661336956,9,"Down","other",FALSE
"Temp_main","ulm","Srebf1",-3.21487709460786,10,"Down","other",FALSE
"Temp_main","ulm","Smad7",-3.01603097131778,11,"Down","other",FALSE
"Temp_main","ulm","Rfxap",-2.99003255659592,12,"Down","other",FALSE
"Temp_main","ulm","Jun",6.06145105202412,1,"Up","other",FALSE
"Temp_main","ulm","Egr1",5.5419118789059,2,"Up","other",FALSE
"Temp_main","ulm","Fos",5.45529839529043,3,"Up","other",FALSE
"Temp_main","ulm","Sp1",5.29319700646897,4,"Up","other",FALSE
"Temp_main","ulm","Stat5a",5.2736875232303,5,"Up","other",FALSE
"Temp_main","ulm","Rela",5.24945294657549,6,"Up","IFN",TRUE
"Temp_main","ulm","Ncoa1",5.2492918284642,7,"Up","other",FALSE
"Temp_main","ulm","Hoxd3",5.20100597089766,8,"Up","other",FALSE
"Temp_main","ulm","Hif1a",5.13626310899169,9,"Up","HIF",TRUE
"Temp_main","ulm","Nfkb1",5.12470586395053,10,"Up","IFN",TRUE
"Temp_main","ulm","Jund",5.10057668750646,11,"Up","other",FALSE
"Temp_main","ulm","Nfkb",4.81159529401684,12,"Up","other",FALSE
"Temp_main","wsum","Foxo3",-299.727590669717,1,"Down","other",FALSE
"Temp_main","wsum","Srebf1",-198.496151794198,2,"Down","other",FALSE
"Temp_main","wsum","Srebf2",-146.980820302726,3,"Down","other",FALSE
"Temp_main","wsum","Zeb1",-140.930864496409,4,"Down","other",FALSE
"Temp_main","wsum","Smad7",-128.573293747082,5,"Down","other",FALSE
"Temp_main","wsum","Irf3",-110.445594618952,6,"Down","IFN",TRUE
"Temp_main","wsum","Foxo1",-108.156592532061,7,"Down","other",FALSE
"Temp_main","wsum","Klf2",-106.628646997222,8,"Down","other",FALSE
"Temp_main","wsum","Hdac1",-104.966929105159,9,"Down","other",FALSE
"Temp_main","wsum","Ppara",-104.791787233812,10,"Down","other",FALSE
"Temp_main","wsum","Irf1",-93.4266981625335,11,"Down","IFN",TRUE
"Temp_main","wsum","Hic1",-92.7226338723107,12,"Down","other",FALSE
"Temp_main","wsum","Sp1",855.348767088461,1,"Up","other",FALSE
"Temp_main","wsum","Jun",740.755681878399,2,"Up","other",FALSE
"Temp_main","wsum","Nfkb",635.329114296845,3,"Up","other",FALSE
"Temp_main","wsum","Rela",597.725593303552,4,"Up","IFN",TRUE
"Temp_main","wsum","Hif1a",533.751613796483,5,"Up","HIF",TRUE
"Temp_main","wsum","Egr1",525.637654775031,6,"Up","other",FALSE
"Temp_main","wsum","Nfkb1",519.30244298298,7,"Up","IFN",TRUE
"Temp_main","wsum","Fos",485.469152824267,8,"Up","other",FALSE
"Temp_main","wsum","Trp53",481.057570800687,9,"Up","other",FALSE
"Temp_main","wsum","Ap1",449.451080392223,10,"Up","other",FALSE
"Temp_main","wsum","Stat3",418.788175431229,11,"Up","other",FALSE
"Temp_main","wsum","Sp3",417.842720814576,12,"Up","other",FALSE
"WT_heat","consensus","Foxo3",-4.64698446318472,1,"Down","other",FALSE
"WT_heat","consensus","Zeb1",-2.63555939780554,2,"Down","other",FALSE
"WT_heat","consensus","Srebf2",-2.6115826060037,3,"Down","other",FALSE
"WT_heat","consensus","Srebf1",-2.55500557943591,4,"Down","other",FALSE
"WT_heat","consensus","Smad7",-2.50536681259447,5,"Down","other",FALSE
"WT_heat","consensus","Hic1",-2.37931415257505,6,"Down","other",FALSE
"WT_heat","consensus","Spib",-2.27618507977004,7,"Down","other",FALSE
"WT_heat","consensus","Klf2",-2.15980598186642,8,"Down","other",FALSE
"WT_heat","consensus","Tbx3",-2.04266106798285,9,"Down","other",FALSE
"WT_heat","consensus","Smarca4",-1.9913554149353,10,"Down","other",FALSE
"WT_heat","consensus","Ikzf1",-1.91089146955353,11,"Down","other",FALSE
"WT_heat","consensus","Nr1d1",-1.88397278632355,12,"Down","other",FALSE
"WT_heat","consensus","Sp1",4.13649406737477,1,"Up","other",FALSE
"WT_heat","consensus","Jun",3.57935798823643,2,"Up","other",FALSE
"WT_heat","consensus","Nfkb",3.40718016404304,3,"Up","other",FALSE
"WT_heat","consensus","Rela",3.17907449564078,4,"Up","IFN",TRUE
"WT_heat","consensus","Nfkb1",3.02035411929374,5,"Up","IFN",TRUE
"WT_heat","consensus","Egr1",2.9400388583623,6,"Up","other",FALSE
"WT_heat","consensus","Fos",2.92769088409986,7,"Up","other",FALSE
"WT_heat","consensus","Hif1a",2.88979033116102,8,"Up","HIF",TRUE
"WT_heat","consensus","Trp53",2.46290824293866,9,"Up","other",FALSE
"WT_heat","consensus","Stat3",2.43783363003022,10,"Up","other",FALSE
"WT_heat","consensus","Sp3",2.35808531590102,11,"Up","other",FALSE
"WT_heat","consensus","Stat5a",2.32780948386084,12,"Up","other",FALSE
"WT_heat","corr_wsum","Foxo3",-336.044183781538,1,"Down","other",FALSE
"WT_heat","corr_wsum","Srebf1",-196.659224780106,2,"Down","other",FALSE
"WT_heat","corr_wsum","Zeb1",-157.654464246607,3,"Down","other",FALSE
"WT_heat","corr_wsum","Smad7",-153.200682275817,4,"Down","other",FALSE
"WT_heat","corr_wsum","Srebf2",-151.863962250964,5,"Down","other",FALSE
"WT_heat","corr_wsum","Klf2",-128.073784159821,6,"Down","other",FALSE
"WT_heat","corr_wsum","Hic1",-109.06486638826,7,"Down","other",FALSE
"WT_heat","corr_wsum","Ikzf1",-105.449667413133,8,"Down","other",FALSE
"WT_heat","corr_wsum","Tbx3",-88.000244782721,9,"Down","other",FALSE
"WT_heat","corr_wsum","Hdac1",-87.0401324529436,10,"Down","other",FALSE
"WT_heat","corr_wsum","Sox2",-86.6949928558998,11,"Down","other",FALSE
"WT_heat","corr_wsum","Spib",-82.9009523898017,12,"Down","other",FALSE
"WT_heat","corr_wsum","Sp1",1067.68624202717,1,"Up","other",FALSE
"WT_heat","corr_wsum","Jun",909.749391882394,2,"Up","other",FALSE
"WT_heat","corr_wsum","Nfkb",859.911288038006,3,"Up","other",FALSE
"WT_heat","corr_wsum","Rela",782.521746935946,4,"Up","IFN",TRUE
"WT_heat","corr_wsum","Nfkb1",682.325595918686,5,"Up","IFN",TRUE
"WT_heat","corr_wsum","Egr1",655.655550806897,6,"Up","other",FALSE
"WT_heat","corr_wsum","Hif1a",650.325367069978,7,"Up","HIF",TRUE
"WT_heat","corr_wsum","Fos",602.828549324278,8,"Up","other",FALSE
"WT_heat","corr_wsum","Trp53",585.703840240676,9,"Up","other",FALSE
"WT_heat","corr_wsum","Ap1",571.702419120256,10,"Up","other",FALSE
"WT_heat","corr_wsum","Stat3",535.704128187125,11,"Up","other",FALSE
"WT_heat","corr_wsum","Sp3",528.068900544614,12,"Up","other",FALSE
"WT_heat","mlm","Foxo3",-4.51618206278848,1,"Down","other",FALSE
"WT_heat","mlm","Spib",-4.25162445357028,2,"Down","other",FALSE
"WT_heat","mlm","Mitf",-4.07617389008289,3,"Down","other",FALSE
"WT_heat","mlm","Trps1",-3.78931116186094,4,"Down","other",FALSE
"WT_heat","mlm","Nr1d1",-3.74954408492009,5,"Down","other",FALSE
"WT_heat","mlm","Brca1",-3.67931978399789,6,"Down","other",FALSE
"WT_heat","mlm","Hoxa9",-3.14435454593525,7,"Down","other",FALSE
"WT_heat","mlm","Irf1",-3.11175020666165,8,"Down","IFN",TRUE
"WT_heat","mlm","Hic1",-2.85193287891042,9,"Down","other",FALSE
"WT_heat","mlm","Klf7",-2.82850718761969,10,"Down","other",FALSE
"WT_heat","mlm","Runx3",-2.82595578304658,11,"Down","other",FALSE
"WT_heat","mlm","Ppard",-2.73222906739221,12,"Down","other",FALSE
"WT_heat","mlm","Thap11",4.55902733785368,1,"Up","other",FALSE
"WT_heat","mlm","Tox3",4.39061491794199,2,"Up","other",FALSE
"WT_heat","mlm","Sirt1",3.66855252832735,3,"Up","other",FALSE
"WT_heat","mlm","Onecut1",3.65977767757395,4,"Up","other",FALSE
"WT_heat","mlm","Hoxd3",3.49239198536801,5,"Up","other",FALSE
"WT_heat","mlm","Tbx5",3.35288869709437,6,"Up","other",FALSE
"WT_heat","mlm","Sin3a",3.21967616050131,7,"Up","other",FALSE
"WT_heat","mlm","Hsf2",3.17465568982034,8,"Up","other",FALSE
"WT_heat","mlm","Hoxa10",3.1398453675366,9,"Up","other",FALSE
"WT_heat","mlm","Rarg",2.90372742841829,10,"Up","other",FALSE
"WT_heat","mlm","Msx1",2.8689932944969,11,"Up","other",FALSE
"WT_heat","mlm","Ybx1",2.86491227577923,12,"Up","other",FALSE
"WT_heat","norm_wsum","Foxo3",-4.02685131578003,1,"Down","other",FALSE
"WT_heat","norm_wsum","Smarca4",-3.74908750816558,2,"Down","other",FALSE
"WT_heat","norm_wsum","Srebf2",-3.63349230588353,3,"Down","other",FALSE
"WT_heat","norm_wsum","Spib",-3.56910429491389,4,"Down","other",FALSE
"WT_heat","norm_wsum","Tbx3",-3.44034604118883,5,"Down","other",FALSE
"WT_heat","norm_wsum","Hic1",-3.4083157547239,6,"Down","other",FALSE
"WT_heat","norm_wsum","Zeb1",-3.3676710882654,7,"Down","other",FALSE
"WT_heat","norm_wsum","Smad7",-3.24487018947627,8,"Down","other",FALSE
"WT_heat","norm_wsum","Aip",-3.18861805310928,9,"Down","other",FALSE
"WT_heat","norm_wsum","Mlxip",-3.08898125035717,10,"Down","other",FALSE
"WT_heat","norm_wsum","Klf17",-3.08635126241826,11,"Down","other",FALSE
"WT_heat","norm_wsum","Tbx1",-2.97092235380248,12,"Down","other",FALSE
"WT_heat","norm_wsum","Egr1",7.13392195608841,1,"Up","other",FALSE
"WT_heat","norm_wsum","Rela",6.69703891960233,2,"Up","IFN",TRUE
"WT_heat","norm_wsum","Hif1a",5.84933517401361,3,"Up","HIF",TRUE
"WT_heat","norm_wsum","Jun",5.84054602804436,4,"Up","other",FALSE
"WT_heat","norm_wsum","Nfkb",5.79789660009474,5,"Up","other",FALSE
"WT_heat","norm_wsum","Sp1",5.75280483604128,6,"Up","other",FALSE
"WT_heat","norm_wsum","Nfkb1",5.41239605165606,7,"Up","IFN",TRUE
"WT_heat","norm_wsum","Hoxd3",5.37602845206776,8,"Up","other",FALSE
"WT_heat","norm_wsum","Stat5a",5.28527908829708,9,"Up","other",FALSE
"WT_heat","norm_wsum","Ncoa1",5.25813591822018,10,"Up","other",FALSE
"WT_heat","norm_wsum","Rel",5.22051917961723,11,"Up","other",FALSE
"WT_heat","norm_wsum","Hsf2",5.16451206977645,12,"Up","other",FALSE
"WT_heat","ulm","Aip",-3.70942069509672,1,"Down","other",FALSE
"WT_heat","ulm","Hic1",-3.60463328587376,2,"Down","other",FALSE
"WT_heat","ulm","Foxo3",-3.52000814512722,3,"Down","other",FALSE
"WT_heat","ulm","Tbx3",-3.34183090086087,4,"Down","other",FALSE
"WT_heat","ulm","Smarca4",-3.31261772855342,5,"Down","other",FALSE
"WT_heat","ulm","Zeb1",-3.2261685183226,6,"Down","other",FALSE
"WT_heat","ulm","Klf17",-3.08078689548979,7,"Down","other",FALSE
"WT_heat","ulm","Smad7",-2.99836139484578,8,"Down","other",FALSE
"WT_heat","ulm","Foxf2",-2.91406394799176,9,"Down","other",FALSE
"WT_heat","ulm","Srebf2",-2.87310017074905,10,"Down","other",FALSE
"WT_heat","ulm","Spib",-2.8725049190005,11,"Down","other",FALSE
"WT_heat","ulm","Tbx1",-2.82467104520858,12,"Down","other",FALSE
"WT_heat","ulm","Jun",6.07261670605204,1,"Up","other",FALSE
"WT_heat","ulm","Egr1",5.67579847552521,2,"Up","other",FALSE
"WT_heat","ulm","Rela",5.592065010159,3,"Up","IFN",TRUE
"WT_heat","ulm","Fos",5.55136501076827,4,"Up","other",FALSE
"WT_heat","ulm","Stat5a",5.52373632877914,5,"Up","other",FALSE
"WT_heat","ulm","Nfkb1",5.48818193494507,6,"Up","IFN",TRUE
"WT_heat","ulm","Sp1",5.30400849844613,7,"Up","other",FALSE
"WT_heat","ulm","Ncoa1",5.2855818525938,8,"Up","other",FALSE
"WT_heat","ulm","Nfkb",5.23485403882253,9,"Up","other",FALSE
"WT_heat","ulm","Hoxd3",5.20061740340845,10,"Up","other",FALSE
"WT_heat","ulm","Jund",5.12578022193366,11,"Up","other",FALSE
"WT_heat","ulm","Hif1a",5.11034559073191,12,"Up","HIF",TRUE
"WT_heat","wsum","Foxo3",-197.792887999143,1,"Down","other",FALSE
"WT_heat","wsum","Srebf1",-115.752028745772,2,"Down","other",FALSE
"WT_heat","wsum","Zeb1",-92.7941422416228,3,"Down","other",FALSE
"WT_heat","wsum","Smad7",-90.1726822044099,4,"Down","other",FALSE
"WT_heat","wsum","Srebf2",-89.3858996117562,5,"Down","other",FALSE
"WT_heat","wsum","Foxo1",-81.6482773350599,6,"Down","other",FALSE
"WT_heat","wsum","Klf2",-75.3831932482375,7,"Down","other",FALSE
"WT_heat","wsum","Hdac1",-71.2364214312721,8,"Down","other",FALSE
"WT_heat","wsum","Ppara",-68.1133125566815,9,"Down","other",FALSE
"WT_heat","wsum","Hic1",-64.1946980287531,10,"Down","other",FALSE
"WT_heat","wsum","Ikzf1",-62.066821158708,11,"Down","other",FALSE
"WT_heat","wsum","Sox2",-62.0162469906381,12,"Down","other",FALSE
"WT_heat","wsum","Sp1",628.43148454786,1,"Up","other",FALSE
"WT_heat","wsum","Jun",535.471132251059,2,"Up","other",FALSE
"WT_heat","wsum","Nfkb",506.136827515134,3,"Up","other",FALSE
"WT_heat","wsum","Rela",460.585969698603,4,"Up","IFN",TRUE
"WT_heat","wsum","Nfkb1",401.611325789915,5,"Up","IFN",TRUE
"WT_heat","wsum","Egr1",385.913552995973,6,"Up","other",FALSE
"WT_heat","wsum","Hif1a",382.776249969248,7,"Up","HIF",TRUE
"WT_heat","wsum","Fos",354.820007290165,8,"Up","other",FALSE
"WT_heat","wsum","Trp53",344.740542061293,9,"Up","other",FALSE
"WT_heat","wsum","Ap1",336.499418860362,10,"Up","other",FALSE
"WT_heat","wsum","Stat3",315.311116040854,11,"Up","other",FALSE
"WT_heat","wsum","Sp3",310.817082818946,12,"Up","other",FALSE
