"rank","tf","score","p_value","family","is_hif","is_hsf"
358,"Nr0b1",0.607483912742405,0.543536825817487,"other",FALSE,FALSE
359,"Snai1",0.602764870576367,0.546672066163181,"other",FALSE,FALSE
360,"Hesx1",0.593305287951817,0.552983679786164,"other",FALSE,FALSE
361,"Fosl1",0.589742454234014,0.555370099545449,"other",FALSE,FALSE
362,"Rara",0.588846346873535,0.555971111551339,"other",FALSE,FALSE
363,"Neurod1",0.584569625666299,0.558843838437926,"other",FALSE,FALSE
364,"Usf1",0.583018721183155,0.559887378847138,"other",FALSE,FALSE
365,"Prdm1",0.581884093136966,0.560651421863187,"other",FALSE,FALSE
366,"Creb3",0.570246937662933,0.568516735688853,"other",FALSE,FALSE
367,"Gtf3a",0.558038120963458,0.576824702261274,"other",FALSE,FALSE
368,"Kmt2b",0.541431772411759,0.588216142475183,"other",FALSE,FALSE
369,"Nkx2-1",0.538761934100723,0.590057227358,"other",FALSE,FALSE
370,"Hlf",0.538490056350505,0.590244859466047,"other",FALSE,FALSE
371,"Ubtf",0.53023658648378,0.595953890521606,"other",FALSE,FALSE
372,"Nfe2l3",0.528101454217511,0.597434876927729,"other",FALSE,FALSE
373,"Smarca5",0.523091446521457,0.600916507614358,"other",FALSE,FALSE
374,"Pax2",0.521400260888044,0.602093837829484,"other",FALSE,FALSE
375,"Zfhx3",0.494879111841937,0.620690981636367,"other",FALSE,FALSE
376,"Npas2",0.488947486168857,0.624884325184381,"other",FALSE,FALSE
377,"E2f5",0.479747798579479,0.631412067790328,"other",FALSE,FALSE
378,"Erg",0.474243730399561,0.635331374786808,"other",FALSE,FALSE
379,"Lhx2",0.471063860099826,0.637600354300576,"other",FALSE,FALSE
380,"Ctcfl",0.464418020037882,0.642353420208628,"other",FALSE,FALSE
381,"Twist1",0.46150725152737,0.644439821559869,"other",FALSE,FALSE
382,"Maf",0.459992582325985,0.645526627287053,"other",FALSE,FALSE
383,"Myod1",0.459783165833628,0.64567694749852,"other",FALSE,FALSE
384,"Klf10",0.457791687896809,0.647107162980288,"other",FALSE,FALSE
385,"Zfp64",0.452107446132616,0.651196563342794,"other",FALSE,FALSE
386,"Nfatc3",0.44538729388515,0.656044792648827,"other",FALSE,FALSE
387,"Kmt2a",0.425868458674493,0.670208357335484,"other",FALSE,FALSE
388,"Cebpe",0.423861885044447,0.671671175800878,"other",FALSE,FALSE
389,"Hoxa1",0.421442975477107,0.673436246801206,"other",FALSE,FALSE
390,"Zfp523",0.414357788207639,0.678616614850067,"other",FALSE,FALSE
391,"Zhx2",0.400668532724189,0.688668531493064,"other",FALSE,FALSE
392,"Hipk2",0.398090101825295,0.690568089241688,"other",FALSE,FALSE
393,"Crem",0.395960032961573,0.692138805845411,"other",FALSE,FALSE
394,"Nfyc",0.393375871844869,0.69404614965173,"other",FALSE,FALSE
395,"Nono",0.389132220845986,0.697182550241966,"other",FALSE,FALSE
396,"Ctbp1",0.377734636403817,0.705631808933921,"other",FALSE,FALSE
397,"Ehf",0.374511267504726,0.708028011085382,"other",FALSE,FALSE
398,"Tcf12",0.372310177615231,0.709665931390559,"other",FALSE,FALSE
399,"Mitf",0.370002834467137,0.711384360604452,"other",FALSE,FALSE
400,"Hcfc1",0.357127825154048,0.720999944518811,"other",FALSE,FALSE
401,"Fev",0.350977087945647,0.725609294995805,"other",FALSE,FALSE
402,"Nr1d2",0.330680386622999,0.740889439686652,"other",FALSE,FALSE
403,"Stat4",0.325725363026393,0.744635616509617,"other",FALSE,FALSE
404,"Meis2",0.320572605435473,0.748537704645691,"other",FALSE,FALSE
405,"Mecom",0.316271757132199,0.751799601045806,"other",FALSE,FALSE
406,"Esrra",0.307035811399872,0.758819363366419,"other",FALSE,FALSE
407,"Nr1h4",0.288895758700354,0.772664192811605,"nuclear receptor",FALSE,FALSE
408,"Tbx6",0.281098407876365,0.778637877894527,"other",FALSE,FALSE
409,"Kat6a",0.280696614878673,0.77894605644645,"other",FALSE,FALSE
410,"Usf2",0.28062160477325,0.779003593669439,"other",FALSE,FALSE
411,"Mzf1",0.273546952492033,0.784435676217798,"other",FALSE,FALSE
412,"Kdm5b",0.272229268395708,0.785448594766713,"other",FALSE,FALSE
413,"Znf300",0.262082496024569,0.793260584811677,"other",FALSE,FALSE
414,"Bach1",0.258691896199888,0.795875678516326,"other",FALSE,FALSE
415,"Sox4",0.243813803665473,0.807377570951444,"other",FALSE,FALSE
416,"Scx",0.238252951484187,0.811687390853219,"other",FALSE,FALSE
417,"T",0.237290262112411,0.812434086477514,"other",FALSE,FALSE
418,"Zbtb14",0.236211006250854,0.813271397962798,"other",FALSE,FALSE
419,"Batf",0.232698154803295,0.815998222362522,"other",FALSE,FALSE
420,"Btg2",0.21323078773923,0.831149164331244,"other",FALSE,FALSE
421,"Prrx1",0.209102779731903,0.83437016931823,"other",FALSE,FALSE
422,"Thra",0.205221193642302,0.837401434505461,"other",FALSE,FALSE
423,"Lyl1",0.197399088683382,0.84351728165152,"other",FALSE,FALSE
424,"Nfib",0.196320580866061,0.844361281020352,"other",FALSE,FALSE
425,"Npm1",0.186815285140908,0.851807388066835,"other",FALSE,FALSE
426,"Pax5",0.174895205619024,0.861163777022404,"other",FALSE,FALSE
427,"Nkx3-1",0.171600457771447,0.863753412143326,"other",FALSE,FALSE
428,"Rarb",0.159254127024698,0.873470295234204,"other",FALSE,FALSE
429,"Grhl3",0.157830815600527,0.874591735170753,"other",FALSE,FALSE
430,"Ppard",0.147500171907426,0.882738755292855,"other",FALSE,FALSE
431,"Zfp42",0.125196342007697,0.900369392087249,"other",FALSE,FALSE
432,"Etv2",0.123610809124961,0.901624696217968,"other",FALSE,FALSE
433,"Mafa",0.117449310655812,0.906505208914165,"other",FALSE,FALSE
434,"Nr5a2",0.116339256083241,0.907384862227311,"other",FALSE,FALSE
435,"Znf331",0.109010614153825,0.913195183202381,"other",FALSE,FALSE
436,"Daxx",0.104478989252944,0.916790306023207,"other",FALSE,FALSE
437,"Mtf2",0.0986768141424942,0.921395883777654,"other",FALSE,FALSE
438,"Foxl2",0.0935958164213799,0.925431185967801,"other",FALSE,FALSE
439,"Mecp2",0.0869354247890583,0.93072372578814,"other",FALSE,FALSE
440,"Mafb",0.0842220562984406,0.932880738887392,"other",FALSE,FALSE
441,"Klf12",0.0777975916835395,0.937989853228949,"other",FALSE,FALSE
442,"Smad5",0.0719697508273315,0.942626712203547,"other",FALSE,FALSE
443,"Trim28",0.0361233243464795,0.971184390752038,"other",FALSE,FALSE
444,"Klf13",0.0341898867015397,0.972726077863131,"other",FALSE,FALSE
445,"Atoh1",0.0131758635004859,0.989487619684667,"other",FALSE,FALSE
446,"Ascl2",0.0105424920338346,0.991588571066978,"other",FALSE,FALSE
447,"Esr2",-0.0304340217925144,0.975721220607297,"other",FALSE,FALSE
448,"Nfia",-0.0307828748646316,0.975443010026588,"other",FALSE,FALSE
449,"Zfp263",-0.0345930498127362,0.972404594517163,"other",FALSE,FALSE
450,"Id4",-0.0471190803554526,0.96241879848745,"other",FALSE,FALSE
451,"Arid4a",-0.052891939423877,0.957818543741064,"other",FALSE,FALSE
452,"Zbtb16",-0.0548962553953178,0.956221672475425,"other",FALSE,FALSE
453,"Tfap2d",-0.0570751700486736,0.954485895126452,"other",FALSE,FALSE
454,"Nr2f1",-0.0576538282674657,0.954024957603168,"other",FALSE,FALSE
455,"Zbtb4",-0.0606055767165686,0.951673947609825,"other",FALSE,FALSE
456,"Zbtb7a",-0.0629744754342513,0.949787469267889,"other",FALSE,FALSE
457,"Pou1f1",-0.0688873687553795,0.94507997288363,"other",FALSE,FALSE
458,"Zbtb17",-0.0765156056143468,0.939009676802153,"other",FALSE,FALSE
459,"Rora",-0.076554866989092,0.93897844277304,"other",FALSE,FALSE
460,"Nfil3",-0.0952499833397226,0.924117239379444,"other",FALSE,FALSE
461,"Mxd1",-0.109414238648672,0.91287505647685,"other",FALSE,FALSE
462,"Zeb2",-0.109939633180532,0.912458371459848,"other",FALSE,FALSE
463,"Dmap1",-0.121326379258369,0.90343376558883,"other",FALSE,FALSE
464,"Snai2",-0.126237755028952,0.899545015989265,"other",FALSE,FALSE
465,"Arid5b",-0.127193971995076,0.89878817597885,"other",FALSE,FALSE
466,"Cux1",-0.132000582452148,0.894985180674026,"other",FALSE,FALSE
467,"Trps1",-0.133072342521473,0.89413752882473,"other",FALSE,FALSE
468,"Foxe1",-0.134987390557258,0.892623224649103,"other",FALSE,FALSE
469,"Wwtr1",-0.135883158580635,0.891915039501303,"other",FALSE,FALSE
470,"Hdac3",-0.143091374485057,0.886219482176674,"other",FALSE,FALSE
471,"Creb5",-0.157866347667411,0.874563736058322,"other",FALSE,FALSE
472,"Zfpm2",-0.18089121143993,0.856454830313623,"other",FALSE,FALSE
473,"Zfp382",-0.182228173193739,0.855405541329183,"other",FALSE,FALSE
474,"Tfcp2",-0.19276767915777,0.847142906427124,"other",FALSE,FALSE
475,"Cdx1",-0.197593159763501,0.843365428021934,"other",FALSE,FALSE
476,"Hdac7",-0.2092978617128,0.834217887579279,"other",FALSE,FALSE
477,"Ppargc1a",-0.222665183207635,0.82379841195238,"other",FALSE,FALSE
478,"Utf1",-0.226025391878329,0.82118401902342,"other",FALSE,FALSE
479,"Neurog1",-0.236344578298404,0.813167758105458,"other",FALSE,FALSE
480,"Clock",-0.240527201413205,0.809924084217475,"other",FALSE,FALSE
481,"Crebzf",-0.253801054916736,0.799651910184837,"other",FALSE,FALSE
482,"Sall2",-0.255165589590684,0.798597873906782,"other",FALSE,FALSE
483,"Atf1",-0.264358911545176,0.791506138109221,"other",FALSE,FALSE
484,"Arntl",-0.267174208562357,0.789337833144726,"other",FALSE,FALSE
485,"Atf7",-0.268068531481173,0.78864937778827,"other",FALSE,FALSE
486,"Pml",-0.279052589729448,0.780207398938363,"other",FALSE,FALSE
487,"Mbd1",-0.284157591647096,0.776292603329479,"other",FALSE,FALSE
488,"Erf",-0.296094734390073,0.767160859845846,"other",FALSE,FALSE
489,"Zfp160",-0.29801468239222,0.765695104048038,"other",FALSE,FALSE
490,"Ovol1",-0.305145504739109,0.760258562588059,"other",FALSE,FALSE
491,"Znf699",-0.306657413064718,0.759107393087394,"other",FALSE,FALSE
492,"Kdm5c",-0.308632018826349,0.757604728937919,"other",FALSE,FALSE
493,"Thrb",-0.310667213984047,0.75605691474286,"other",FALSE,FALSE
494,"Sall3",-0.325434132654551,0.744855986280443,"other",FALSE,FALSE
495,"Pou5f1",-0.334366571429115,0.738106524942655,"other",FALSE,FALSE
496,"Elf1",-0.33516117878012,0.737507077741442,"other",FALSE,FALSE
497,"Jarid2",-0.34093424079065,0.733156727031945,"other",FALSE,FALSE
498,"Neurog2",-0.355929734897371,0.721897002586209,"other",FALSE,FALSE
499,"Mxi1",-0.36867297652755,0.712375459980309,"other",FALSE,FALSE
500,"Zfp395",-0.373027587278703,0.709131929901802,"other",FALSE,FALSE
501,"Arid1b",-0.373254778939171,0.708962850327518,"other",FALSE,FALSE
502,"Aire",-0.385521257953085,0.699855427237744,"other",FALSE,FALSE
503,"Foxj1",-0.389629625165951,0.69681465919082,"other",FALSE,FALSE
504,"Jdp2",-0.394756130542362,0.693027152282541,"other",FALSE,FALSE
505,"Kdm5d",-0.395323830626125,0.692608199911971,"other",FALSE,FALSE
506,"Hoxd13",-0.402583767160554,0.687258826722562,"other",FALSE,FALSE
507,"Nfic",-0.42362684435487,0.67184260507577,"other",FALSE,FALSE
508,"Elf2",-0.438095577556568,0.66132180919914,"other",FALSE,FALSE
509,"Sox11",-0.439033143839935,0.660642341562955,"other",FALSE,FALSE
510,"Hoxb4",-0.449641283646004,0.652974068077891,"other",FALSE,FALSE
511,"Gfi1",-0.451675284625544,0.651507904024173,"other",FALSE,FALSE
512,"Pou3f2",-0.458800886966798,0.646382225306644,"other",FALSE,FALSE
513,"Mnt",-0.46019219895666,0.645383354945176,"other",FALSE,FALSE
514,"Hnf1b",-0.470888563932579,0.637725535034124,"other",FALSE,FALSE
515,"Smarca1",-0.472660851455811,0.636460403337219,"other",FALSE,FALSE
516,"Phf20",-0.475705294914521,0.634289629110354,"other",FALSE,FALSE
517,"Isl1",-0.496030621830139,0.619878346632306,"other",FALSE,FALSE
518,"Pdx1",-0.510501377726363,0.609705976329101,"other",FALSE,FALSE
519,"Msx2",-0.514403092578883,0.606975974734448,"other",FALSE,FALSE
520,"Nr2e3",-0.521188782345447,0.60224113314559,"other",FALSE,FALSE
521,"Plagl1",-0.537964081837643,0.590607930393322,"other",FALSE,FALSE
522,"Deaf1",-0.538578495412428,0.590183821637811,"other",FALSE,FALSE
523,"Pparg",-0.544646360407554,0.586002935164574,"nuclear receptor",FALSE,FALSE
524,"Foxh1",-0.557207371801566,0.577392091515948,"other",FALSE,FALSE
525,"Max",-0.574043622473222,0.565944843885261,"other",FALSE,FALSE
526,"Hey2",-0.61487999341545,0.538641086368738,"other",FALSE,FALSE
527,"Klf7",-0.620214737251307,0.535123602726817,"other",FALSE,FALSE
528,"Tfdp2",-0.626078692512871,0.531270589357098,"other",FALSE,FALSE
529,"Rfx2",-0.626589398080189,0.530935688684101,"other",FALSE,FALSE
530,"Mafg",-0.632577586802036,0.527016877806304,"other",FALSE,FALSE
531,"Rfx3",-0.635024144777556,0.525420051667651,"other",FALSE,FALSE
532,"Mtf1",-0.650190249540465,0.51557692931562,"other",FALSE,FALSE
533,"Bhlhe40",-0.65868705309397,0.510104455661436,"other",FALSE,FALSE
534,"Etv7",-0.663456410150874,0.507046060503573,"other",FALSE,FALSE
535,"Barx1",-0.666522698016201,0.50508487510901,"other",FALSE,FALSE
536,"Vsx2",-0.674384423982594,0.500074865405549,"other",FALSE,FALSE
537,"Foxg1",-0.67886851486523,0.497229161084988,"other",FALSE,FALSE
538,"Elf5",-0.683510183979489,0.49429256544327,"other",FALSE,FALSE
539,"Hivep2",-0.707425067900894,0.479310741410626,"other",FALSE,FALSE
540,"Nkrf",-0.738945285068706,0.459949036555076,"other",FALSE,FALSE
541,"Six1",-0.740511633081112,0.458998440911667,"other",FALSE,FALSE
542,"E2f6",-0.744023210114996,0.456871317960247,"other",FALSE,FALSE
543,"Zbtb33",-0.757758514503863,0.448604636423477,"other",FALSE,FALSE
544,"Pawr",-0.775059149080123,0.438314022729533,"other",FALSE,FALSE
545,"Tada2a",-0.787125177551216,0.431218072297929,"other",FALSE,FALSE
546,"Tef",-0.791184005243513,0.428846160044322,"other",FALSE,FALSE
547,"Ncor1",-0.803212736118643,0.42186148734028,"other",FALSE,FALSE
548,"Myf6",-0.809016660120891,0.418515345169765,"other",FALSE,FALSE
549,"Pax7",-0.825215490732034,0.409259264341223,"other",FALSE,FALSE
550,"Nr1i2",-0.852571552828225,0.393907320518531,"other",FALSE,FALSE
551,"Hivep1",-0.858710505493456,0.390510713169706,"other",FALSE,FALSE
552,"Spdef",-0.860216618997761,0.389680125865273,"other",FALSE,FALSE
553,"Sall4",-0.864018007153045,0.387588530529255,"other",FALSE,FALSE
554,"Pou3f1",-0.8765691851315,0.380731383671139,"other",FALSE,FALSE
555,"Nr2e1",-0.889947233957654,0.373505099945756,"other",FALSE,FALSE
556,"Neurod2",-0.911448370693197,0.36207034273329,"other",FALSE,FALSE
557,"Nr0b2",-0.914872354623706,0.360269855438013,"other",FALSE,FALSE
558,"Mybl1",-0.91727727735972,0.359008603575522,"other",FALSE,FALSE
559,"Skil",-0.936347122332328,0.349105985070173,"other",FALSE,FALSE
560,"Bach2",-0.966982371251606,0.333564731008301,"other",FALSE,FALSE
561,"Prox1",-0.985702150777382,0.324291413681048,"other",FALSE,FALSE
562,"Sf1",-1.02477364894552,0.305482600483124,"other",FALSE,FALSE
563,"Nfix",-1.03155475496329,0.302293423790787,"other",FALSE,FALSE
564,"Sox9",-1.03549416521322,0.300450915278689,"other",FALSE,FALSE
565,"Hoxa7",-1.03795678062567,0.299302931193107,"other",FALSE,FALSE
566,"Tet1",-1.04552603839669,0.295792755943395,"other",FALSE,FALSE
567,"Zbed1",-1.0522951472382,0.292677079500628,"other",FALSE,FALSE
568,"Nfe2",-1.05505532188483,0.291412977951351,"other",FALSE,FALSE
569,"Hbp1",-1.06292667422913,0.287828249754127,"other",FALSE,FALSE
570,"Lmx1b",-1.07535672055203,0.282228235928761,"other",FALSE,FALSE
571,"Lhx8",-1.07866862231778,0.280748700610733,"other",FALSE,FALSE
572,"Ikzf2",-1.09009310825449,0.275685480846772,"other",FALSE,FALSE
573,"Foxo1",-1.1146473531822,0.265015183628711,"growth-factor/other-stress",FALSE,FALSE
574,"E2f2",-1.11719145477159,0.263926114210099,"other",FALSE,FALSE
575,"Patz1",-1.1176940541831,0.263711329038889,"other",FALSE,FALSE
576,"Tgif1",-1.12041122198338,0.262552239510124,"other",FALSE,FALSE
577,"Dot1l",-1.14995368244478,0.250176924532526,"other",FALSE,FALSE
578,"Ppara",-1.15250675385265,0.24912689712034,"nuclear receptor",FALSE,FALSE
579,"Nfe2l1",-1.15351825932888,0.248711738452034,"other",FALSE,FALSE
580,"Otx2",-1.15356072017622,0.248694321563142,"other",FALSE,FALSE
581,"Myt1",-1.18843258638942,0.234677367548811,"other",FALSE,FALSE
582,"Lrrfip1",-1.18929456146924,0.234338125628212,"other",FALSE,FALSE
583,"Hoxb2",-1.19164023054088,0.23341671554816,"other",FALSE,FALSE
584,"Hnf1a",-1.19276055222674,0.232977545904443,"other",FALSE,FALSE
585,"Nr1i3",-1.20443892453419,0.228434461865207,"other",FALSE,FALSE
586,"Irf1",-1.20491639787797,0.228250068739994,"other",FALSE,FALSE
587,"Hoxb13",-1.20601802144126,0.227825042627006,"other",FALSE,FALSE
588,"Bclaf1",-1.2070607333849,0.227423265510572,"other",FALSE,FALSE
589,"Mlxipl",-1.20976264007983,0.22638451934763,"other",FALSE,FALSE
590,"E2f7",-1.22040322351754,0.222326680939266,"other",FALSE,FALSE
591,"Nfya",-1.22306197977413,0.221320934862286,"other",FALSE,FALSE
592,"Neurog3",-1.25222173337761,0.210503962174631,"other",FALSE,FALSE
593,"Foxf1",-1.27164508777961,0.203514279052846,"other",FALSE,FALSE
594,"Nr1h2",-1.28756155508937,0.19791377249601,"other",FALSE,FALSE
595,"Vhl",-1.2996554994427,0.193734294101082,"other",FALSE,FALSE
596,"Sim2",-1.3103118263811,0.190105663049928,"other",FALSE,FALSE
597,"Bcl11a",-1.31588866149148,0.18822674492639,"other",FALSE,FALSE
598,"Nr1h3",-1.369495629654,0.170860028901327,"other",FALSE,FALSE
599,"Ptf1a",-1.37263837401223,0.169880440222232,"other",FALSE,FALSE
600,"Irf2",-1.42394520980967,0.154478190100808,"other",FALSE,FALSE
601,"Nr6a1",-1.43794908810144,0.150464403116688,"other",FALSE,FALSE
602,"Gli3",-1.45925222865355,0.144511661387435,"other",FALSE,FALSE
603,"Hdac4",-1.46160936658406,0.14386425502646,"other",FALSE,FALSE
604,"Pou2f3",-1.51866365079804,0.128863246668001,"other",FALSE,FALSE
605,"Tal1",-1.52356457204574,0.127633589252293,"other",FALSE,FALSE
606,"Ciita",-1.52890838245489,0.126303232239752,"other",FALSE,FALSE
607,"Runx3",-1.54177371442069,0.123144672382988,"other",FALSE,FALSE
608,"Klf1",-1.55851051056845,0.119128360703253,"other",FALSE,FALSE
609,"Smad6",-1.58177450181203,0.113717130086729,"other",FALSE,FALSE
610,"Rfx5",-1.5836432406706,0.113290998742233,"other",FALSE,FALSE
611,"Rb1",-1.62334380206672,0.104531949572141,"other",FALSE,FALSE
612,"Smarcb1",-1.63364132186819,0.102350184395236,"other",FALSE,FALSE
613,"Foxa3",-1.63807310576193,0.101422433421533,"other",FALSE,FALSE
614,"Lmo4",-1.64549339556028,0.0998840753870985,"other",FALSE,FALSE
615,"Satb2",-1.68439557094645,0.0921211056964006,"other",FALSE,FALSE
616,"Satb1",-1.72717699847535,0.0841515733372223,"other",FALSE,FALSE
617,"Stat2",-1.7343820235915,0.0828659830221736,"other",FALSE,FALSE
618,"Msc",-1.77631048753141,0.0756972039006164,"other",FALSE,FALSE
619,"Heyl",-1.79501534862314,0.0726665954746068,"other",FALSE,FALSE
620,"Foxi1",-1.82947754138533,0.0673432241884397,"other",FALSE,FALSE
621,"Hoxa9",-1.84014195195091,0.065762450704128,"other",FALSE,FALSE
622,"Foxp3",-1.84598904150498,0.0649088071476302,"other",FALSE,FALSE
623,"Hdac9",-1.85144804132115,0.0641200951411482,"other",FALSE,FALSE
624,"Mta3",-1.92606525141937,0.0541106160348694,"other",FALSE,FALSE
625,"Hoxa5",-1.94718403448714,0.0515268816764177,"other",FALSE,FALSE
626,"Nab2",-1.95094883269162,0.0510773061051839,"other",FALSE,FALSE
627,"Rfx1",-1.95985319881817,0.0500270447853416,"other",FALSE,FALSE
628,"Zxdc",-1.99018008974921,0.0465849140265278,"other",FALSE,FALSE
629,"Klf6",-2.01139671852804,0.0442971790124343,"other",FALSE,FALSE
630,"Brca1",-2.02627219134325,0.0427503620951839,"other",FALSE,FALSE
631,"Foxo4",-2.04660225675726,0.0407104110822301,"other",FALSE,FALSE
632,"Etv3",-2.08317671068515,0.0372479967592027,"other",FALSE,FALSE
633,"Sox2",-2.23016085849108,0.0257479991992318,"other",FALSE,FALSE
634,"Irf3",-2.27088956327332,0.0231644213451599,"other",FALSE,FALSE
635,"Hdac1",-2.32640985383847,0.0200067984462897,"other",FALSE,FALSE
636,"Htatip2",-2.36085298436235,0.0182426518801181,"other",FALSE,FALSE
637,"Mlxip",-2.38117175986781,0.0172671180504011,"other",FALSE,FALSE
638,"Ikzf1",-2.42332984020759,0.0153879157759564,"other",FALSE,FALSE
639,"Klf2",-2.42917805795834,0.0151419895357473,"other",FALSE,FALSE
640,"Ing4",-2.47824336635599,0.0132114281828989,"other",FALSE,FALSE
641,"Dlx2",-2.49817276422609,0.0124916285230469,"other",FALSE,FALSE
642,"Rfxank",-2.61057029611438,0.00904599070700531,"other",FALSE,FALSE
643,"Spib",-2.69825933547593,0.00697625715527992,"other",FALSE,FALSE
644,"Irf9",-2.74983940622485,0.00596789152701901,"other",FALSE,FALSE
645,"Tbx1",-2.81349308823096,0.00490550296468189,"other",FALSE,FALSE
646,"Nr1d1",-2.88798897817704,0.00388136022067345,"other",FALSE,FALSE
647,"Rfxap",-2.99003255659592,0.00279292681508231,"other",FALSE,FALSE
648,"Smad7",-3.01603097131778,0.00256433992621821,"other",FALSE,FALSE
649,"Srebf1",-3.21487709460786,0.00130710963461806,"other",FALSE,FALSE
650,"Foxf2",-3.2383661336956,0.00120415691060532,"other",FALSE,FALSE
651,"Klf17",-3.24652273507861,0.00117019570176849,"other",FALSE,FALSE
652,"Smarca4",-3.26711313932636,0.00108836325550652,"other",FALSE,FALSE
653,"Srebf2",-3.31427797980188,0.000920460435549715,"other",FALSE,FALSE
654,"Tbx3",-3.33551307874555,0.00085299593525464,"other",FALSE,FALSE
655,"Zeb1",-3.47453596208557,0.000512839252507145,"other",FALSE,FALSE
656,"Hic1",-3.67810337554968,0.000235600599737204,"other",FALSE,FALSE
657,"Aip",-3.72033662474848,0.000199510577992775,"other",FALSE,FALSE
658,"Foxo3",-3.72215717767326,0.000198078197939287,"growth-factor/other-stress",FALSE,FALSE
