signature,gene_symbol,group,temperature,genotype,n_samples,mean_logcpm,sd_logcpm,se_logcpm,z_across_groups
WT_heat_up,Mcf2l,cGASKO_39,39,cGASKO,5,1.10248802,0.447255205,0.200018608,0.749284962
WT_heat_up,Vill,WT_37,37,WT,5,1.50445118,0.332467124,0.148683818,-0.802897031
WT_heat_up,Vill,WT_39,39,WT,5,2.64202075,0.303300509,0.135640111,0.817812831
WT_heat_up,Vill,cGASKO_37,37,cGASKO,5,1.41823905,0.213151142,0.0953240884,-0.925724552
WT_heat_up,Vill,cGASKO_39,39,cGASKO,5,2.7072942,0.272286224,0.121770101,0.910808753
WT_heat_up,Ppef1,WT_37,37,WT,5,1.13689791,0.472935687,0.211503269,-0.829167544
WT_heat_up,Ppef1,WT_39,39,WT,5,2.38351352,0.225640265,0.100909394,0.933627729
WT_heat_up,Ppef1,cGASKO_37,37,cGASKO,5,1.08723693,0.229292147,0.102542565,-0.899391377
WT_heat_up,Ppef1,cGASKO_39,39,cGASKO,5,2.28542994,0.249498496,0.111579119,0.794931191
WT_heat_up,Tnfsf9,WT_37,37,WT,5,2.26977318,0.536380924,0.239876842,-0.791068092
WT_heat_up,Tnfsf9,WT_39,39,WT,5,3.79993935,0.389006328,0.173968919,0.796547311
WT_heat_up,Tnfsf9,cGASKO_37,37,cGASKO,5,2.13066461,0.120182741,0.0537473557,-0.93539942
WT_heat_up,Tnfsf9,cGASKO_39,39,cGASKO,5,3.92848603,0.243452052,0.108875068,0.929920201
WT_heat_up,Mst1r,WT_37,37,WT,5,1.11782496,0.222087398,0.0993205038,-0.765460156
WT_heat_up,Mst1r,WT_39,39,WT,5,2.16312581,0.294043568,0.131500281,0.974801475
WT_heat_up,Mst1r,cGASKO_37,37,cGASKO,5,1.00471854,0.11963159,0.0535008737,-0.953764571
WT_heat_up,Mst1r,cGASKO_39,39,cGASKO,5,2.02474745,0.398683692,0.178296767,0.744423252
WT_heat_up,Spry1,WT_37,37,WT,5,5.16953859,0.247147972,0.110527933,-0.854397459
WT_heat_up,Spry1,WT_39,39,WT,5,6.21713963,0.316746499,0.141653341,0.902309325
WT_heat_up,Spry1,cGASKO_37,37,cGASKO,5,5.15617739,0.188853,0.0844576291,-0.876802663
WT_heat_up,Spry1,cGASKO_39,39,cGASKO,5,6.17335695,0.209063894,0.0934962156,0.828890797
WT_heat_up,Anxa2,WT_37,37,WT,5,7.29265647,0.462044386,0.206632531,-0.852921302
WT_heat_up,Anxa2,WT_39,39,WT,5,8.40745185,0.197639503,0.0883870727,0.815825248
WT_heat_up,Anxa2,cGASKO_37,37,cGASKO,5,7.27615068,0.0940653563,0.0420673062,-0.877628953
WT_heat_up,Anxa2,cGASKO_39,39,cGASKO,5,8.47352119,0.113041457,0.0505536764,0.914725007
WT_heat_up,Lamc2,WT_37,37,WT,5,3.10781762,0.292088887,0.130626121,-0.659697805
WT_heat_up,Lamc2,WT_39,39,WT,5,4.13225776,0.25275372,0.1130349,0.962437216
WT_heat_up,Lamc2,cGASKO_37,37,cGASKO,5,2.86527354,0.204214803,0.0913276363,-1.04375074
WT_heat_up,Lamc2,cGASKO_39,39,cGASKO,5,3.99241887,0.240382696,0.10750241,0.741011334
WT_heat_up,Gm43430,WT_37,37,WT,5,1.39332266,0.243230059,0.108775789,-0.787599795
WT_heat_up,Gm43430,WT_39,39,WT,5,2.41284548,0.237813624,0.106353486,0.957728213
WT_heat_up,Gm43430,cGASKO_37,37,cGASKO,5,1.30667196,0.322363336,0.144165267,-0.935937699
WT_heat_up,Gm43430,cGASKO_39,39,cGASKO,5,2.3007372,0.277178844,0.123958147,0.765809281
WT_heat_up,Cth,WT_37,37,WT,5,2.42105651,0.611433547,0.273441395,-0.798427107
WT_heat_up,Cth,WT_39,39,WT,5,3.87260292,0.170996179,0.076471816,0.895491052
WT_heat_up,Cth,cGASKO_37,37,cGASKO,5,2.30784123,0.252269151,0.112818194,-0.930546492
WT_heat_up,Cth,cGASKO_39,39,cGASKO,5,3.81946681,0.117113622,0.0523748038,0.833482547
WT_heat_up,Egr1,WT_37,37,WT,5,5.29068706,0.421959541,0.188706044,-0.900851037
WT_heat_up,Egr1,WT_39,39,WT,5,6.70201368,0.368931606,0.16499123,0.880255387
WT_heat_up,Egr1,cGASKO_37,37,cGASKO,5,5.34654455,0.190592694,0.0852356438,-0.830358399
WT_heat_up,Egr1,cGASKO_39,39,cGASKO,5,6.67879567,0.312360426,0.139691829,0.850954049
WT_heat_up,Ccn1,WT_37,37,WT,5,-0.466550804,0.180955994,0.0809259809,-0.775527305
WT_heat_up,Ccn1,WT_39,39,WT,5,0.907217779,0.538392573,0.240776478,0.995380201
WT_heat_up,Ccn1,cGASKO_37,37,cGASKO,5,-0.595437897,0.146030244,0.0653067103,-0.941674008
WT_heat_up,Ccn1,cGASKO_39,39,cGASKO,5,0.695006311,0.440294362,0.196905625,0.721821112
WT_heat_up,Plk3,WT_37,37,WT,5,5.15147279,0.201891381,0.0902885706,-0.96705259
WT_heat_up,Plk3,WT_39,39,WT,5,6.18445092,0.339676356,0.151907884,0.908048441
WT_heat_up,Plk3,cGASKO_37,37,cGASKO,5,5.26695353,0.130791999,0.05849196,-0.757427583
WT_heat_up,Plk3,cGASKO_39,39,cGASKO,5,6.13398001,0.297676451,0.133124956,0.816431732
WT_heat_up,Sp7,WT_37,37,WT,5,-0.479828694,0.35334876,0.158022369,-0.86952033
WT_heat_up,Sp7,WT_39,39,WT,5,0.521524099,0.301694584,0.13492192,1.04139224
WT_heat_up,Sp7,cGASKO_37,37,cGASKO,5,-0.465650211,0.169052219,0.0756024507,-0.842463093
WT_heat_up,Sp7,cGASKO_39,39,cGASKO,5,0.327217626,0.310871302,0.139025873,0.670591179
WT_heat_up,Areg,WT_37,37,WT,5,0.487820345,0.459587929,0.20553397,-0.935078085
WT_heat_up,Areg,WT_39,39,WT,5,2.33115282,0.520880266,0.232944737,0.852092981
WT_heat_up,Areg,cGASKO_37,37,cGASKO,5,0.63332324,0.390360462,0.174574506,-0.794008275
WT_heat_up,Areg,cGASKO_39,39,cGASKO,5,2.35683571,0.525625791,0.235067,0.876993378
WT_heat_up,Pkib,WT_37,37,WT,5,1.52469382,0.534404204,0.238992826,-0.804963458
WT_heat_up,Pkib,WT_39,39,WT,5,2.66437343,0.28341868,0.126748687,0.91895047
WT_heat_up,Pkib,cGASKO_37,37,cGASKO,5,1.4464437,0.124181245,0.0555355411,-0.923326971
WT_heat_up,Pkib,cGASKO_39,39,cGASKO,5,2.59190992,0.170547913,0.0762713453,0.809339959
WT_heat_up,Esyt3,WT_37,37,WT,5,0.385984232,0.37938978,0.169668268,-0.912128406
WT_heat_up,Esyt3,WT_39,39,WT,5,1.39099132,0.354289906,0.158443263,0.77731997
WT_heat_up,Esyt3,cGASKO_37,37,cGASKO,5,0.444195874,0.226335147,0.101220155,-0.814272814
WT_heat_up,Esyt3,cGASKO_39,39,cGASKO,5,1.49316745,0.309040613,0.138207164,0.94908125
WT_heat_up,Adm,WT_37,37,WT,5,0.85605172,0.616221134,0.275582469,-0.594617731
WT_heat_up,Adm,WT_39,39,WT,5,1.95664909,0.205334117,0.0918282086,0.778580666
WT_heat_up,Adm,cGASKO_37,37,cGASKO,5,0.452763088,0.188691717,0.0843855013,-1.09779475
WT_heat_up,Adm,cGASKO_39,39,cGASKO,5,2.0650508,0.225961244,0.10105294,0.913831815
WT_heat_up,Ak4,WT_37,37,WT,5,3.36227805,0.3858817,0.172571543,-0.798084421
WT_heat_up,Ak4,WT_39,39,WT,5,4.53731391,0.384949948,0.17215485,0.803100673
WT_heat_up,Ak4,cGASKO_37,37,cGASKO,5,3.26594706,0.104400999,0.0466895461,-0.92935169
WT_heat_up,Ak4,cGASKO_39,39,cGASKO,5,4.62628251,0.448507609,0.2005787,0.924335438
WT_heat_up,Il24,WT_37,37,WT,5,0.00241117799,0.594861536,0.266030166,-0.9219927
WT_heat_up,Il24,WT_39,39,WT,5,1.12073476,0.243212899,0.108768115,0.882464216
WT_heat_up,Il24,cGASKO_37,37,cGASKO,5,0.0730555355,0.232866954,0.104141268,-0.808005387
WT_heat_up,Il24,cGASKO_39,39,cGASKO,5,1.09908646,0.312679277,0.139834424,0.847533872
WT_heat_up,Tgm2,WT_37,37,WT,5,2.05498758,0.863872842,0.38633568,-0.788439146
WT_heat_up,Tgm2,WT_39,39,WT,5,3.7159532,0.623146416,0.278679549,0.908465955
WT_heat_up,Tgm2,cGASKO_37,37,cGASKO,5,1.90744425,0.186309311,0.0833200568,-0.939174967
WT_heat_up,Tgm2,cGASKO_39,39,cGASKO,5,3.6285271,0.225193658,0.100709665,0.819148158
WT_heat_up,Atf3,WT_37,37,WT,5,2.61169039,0.659095039,0.294756262,-0.687690702
WT_heat_up,Atf3,WT_39,39,WT,5,3.68342666,0.152194807,0.0680635868,1.08340941
WT_heat_up,Atf3,cGASKO_37,37,cGASKO,5,2.42494445,0.181144899,0.0810104614,-0.996298112
WT_heat_up,Atf3,cGASKO_39,39,cGASKO,5,3.39125434,0.165465847,0.0739985762,0.600579404
WT_heat_up,P4ha2,WT_37,37,WT,5,3.23325189,0.421623167,0.188555612,-0.955747861
WT_heat_up,P4ha2,WT_39,39,WT,5,4.24974233,0.462908495,0.207018972,0.759135243
WT_heat_up,P4ha2,cGASKO_37,37,cGASKO,5,3.34625931,0.0852142787,0.0381089839,-0.76509726
WT_heat_up,P4ha2,cGASKO_39,39,cGASKO,5,4.36981768,0.257283284,0.115060582,0.961709878
WT_heat_up,Cpne6,WT_37,37,WT,5,0.638863152,0.526565528,0.235487263,-0.84479944
WT_heat_up,Cpne6,WT_39,39,WT,5,1.66874019,0.33852707,0.151393908,1.08974921
WT_heat_up,Cpne6,cGASKO_37,37,cGASKO,5,0.634237701,0.261899396,0.117124971,-0.853488009
WT_heat_up,Cpne6,cGASKO_39,39,cGASKO,5,1.41256254,0.359825157,0.160918702,0.608538243
KO_heat_up,Gja5,WT_37,37,WT,5,3.80184147,0.14606912,0.0653240965,-0.940152618
KO_heat_up,Gja5,WT_39,39,WT,5,5.60598921,0.0820077158,0.0366749654,0.840805426
KO_heat_up,Gja5,cGASKO_37,37,cGASKO,5,3.95572428,0.129606016,0.0579615726,-0.788247748
KO_heat_up,Gja5,cGASKO_39,39,cGASKO,5,5.65338796,0.0638816298,0.0285687333,0.88759494
KO_heat_up,Il1rn,WT_37,37,WT,5,4.11310403,0.225729353,0.100949235,-0.843715645
KO_heat_up,Il1rn,WT_39,39,WT,5,6.00118149,0.0545426587,0.0243922185,0.87562373
KO_heat_up,Il1rn,cGASKO_37,37,cGASKO,5,4.06447682,0.0986915653,0.0441362098,-0.887997026
KO_heat_up,Il1rn,cGASKO_39,39,cGASKO,5,5.97972954,0.0756771757,0.0338438619,0.856088941
KO_heat_up,Hsph1,WT_37,37,WT,5,6.90531627,0.112283297,0.0502146172,-0.767603566
KO_heat_up,Hsph1,WT_39,39,WT,5,7.92916312,0.0853360043,0.0381634213,0.876373021
KO_heat_up,Hsph1,cGASKO_37,37,cGASKO,5,6.78608576,0.0228949313,0.0102389245,-0.959050328
KO_heat_up,Hsph1,cGASKO_39,39,cGASKO,5,7.91291328,0.0786131276,0.0351568594,0.850280873
KO_heat_up,Timp1,WT_37,37,WT,5,1.57173267,0.185439137,0.0829309031,-0.897029202
KO_heat_up,Timp1,WT_39,39,WT,5,3.70591864,0.110579279,0.0494525571,0.848264081
KO_heat_up,Timp1,cGASKO_37,37,cGASKO,5,1.64846572,0.101294754,0.0453003912,-0.834278502
KO_heat_up,Timp1,cGASKO_39,39,cGASKO,5,3.74844788,0.133809909,0.0598416107,0.88304362300000006
KO_heat_up,Plek2,WT_37,37,WT,5,0.859123345,0.166538308,0.0744781956,-0.784598631
KO_heat_up,Plek2,WT_39,39,WT,5,2.71149842,0.0957632244,0.0428266159,0.796818564
KO_heat_up,Plek2,cGASKO_37,37,cGASKO,5,0.675494789,0.180669238,0.0807977394,-0.94136675
KO_heat_up,Plek2,cGASKO_39,39,cGASKO,5,2.86649962,0.0779540645,0.0348621175,0.929146816
KO_heat_up,Sdc1,WT_37,37,WT,5,2.6694759,0.145391867,0.0650212194,-0.872066252
KO_heat_up,Sdc1,WT_39,39,WT,5,4.1626396,0.0255832484,0.0114411765,0.886605979
KO_heat_up,Sdc1,cGASKO_37,37,cGASKO,5,2.67996268,0.0861040446,0.0385068994,-0.859714755
KO_heat_up,Sdc1,cGASKO_39,39,cGASKO,5,4.12746352,0.0870782429,0.0389425741,0.845175029
KO_heat_up,Fam83g,WT_37,37,WT,5,3.69402446,0.0695849166,0.0311193207,-0.801661807
KO_heat_up,Fam83g,WT_39,39,WT,5,5.3175331,0.202298471,0.0904706265,0.884632166
KO_heat_up,Fam83g,cGASKO_37,37,cGASKO,5,3.57252454,0.163897562,0.0732972181,-0.92786045
KO_heat_up,Fam83g,cGASKO_39,39,cGASKO,5,5.27927073,0.0836255501,0.0373984829,0.84489009
KO_heat_up,Gap43,WT_37,37,WT,5,4.6682076,0.262214727,0.117265991,-0.885664441
KO_heat_up,Gap43,WT_39,39,WT,5,6.56248162,0.129458302,0.0578955127,0.814873376
KO_heat_up,Gap43,cGASKO_37,37,cGASKO,5,4.71385863,0.0734952083,0.0328680563,-0.844682359
KO_heat_up,Gap43,cGASKO_39,39,cGASKO,5,6.67454267,0.0496271667,0.0221939437,0.915473424
KO_heat_up,Csgalnact1,WT_37,37,WT,5,4.34987423,0.0962222473,0.0430318972,-0.857852727
KO_heat_up,Csgalnact1,WT_39,39,WT,5,5.26572626,0.0751871488,0.0336247151,0.758008492
KO_heat_up,Csgalnact1,cGASKO_37,37,cGASKO,5,4.34422085,0.0718564227,0.0321351692,-0.867827137
KO_heat_up,Csgalnact1,cGASKO_39,39,cGASKO,5,5.38456083,0.0757531395,0.0338778339,0.967671372
KO_heat_up,Crabp2,WT_37,37,WT,5,4.21772784,0.183211274,0.0819345726,-0.781231454
KO_heat_up,Crabp2,WT_39,39,WT,5,5.75863167,0.137058411,0.0612943846,0.874466576
KO_heat_up,Crabp2,cGASKO_37,37,cGASKO,5,4.06364318,0.136747007,0.0611551206,-0.946795107
KO_heat_up,Crabp2,cGASKO_39,39,cGASKO,5,5.73917459,0.101665868,0.0454663582,0.853559985
KO_heat_up,Epcam,WT_37,37,WT,5,4.80689825,0.110995103,0.0496385189,-0.832457559
KO_heat_up,Epcam,WT_39,39,WT,5,5.93732553,0.171266623,0.0765927623,0.781957081
KO_heat_up,Epcam,cGASKO_37,37,cGASKO,5,4.7629987,0.0789740679,0.0353182769,-0.895152495
KO_heat_up,Epcam,cGASKO_39,39,cGASKO,5,6.05194683,0.113107352,0.0505831454,0.945652974
KO_heat_up,Plek,WT_37,37,WT,5,5.7571942,0.150818347,0.0674480153,-0.849510786
KO_heat_up,Plek,WT_39,39,WT,5,6.91250123,0.094638219,0.0423234982,0.922034295
KO_heat_up,Plek,cGASKO_37,37,cGASKO,5,5.73696964,0.0685165008,0.0306415107,-0.880523075
KO_heat_up,Plek,cGASKO_39,39,cGASKO,5,6.83813387,0.0946215888,0.042316061,0.807999566
KO_heat_up,Idi2,WT_37,37,WT,5,2.90582264,0.162681278,0.0727532793,-0.872122631
KO_heat_up,Idi2,WT_39,39,WT,5,4.89437803,0.167300352,0.0748189918,0.845376526
KO_heat_up,Idi2,cGASKO_37,37,cGASKO,5,2.92024896,0.275460266,0.123189576,-0.859662734
KO_heat_up,Idi2,cGASKO_39,39,cGASKO,5,4.94188608,0.132054924,0.0590567573,0.886408839
KO_heat_up,C3,WT_37,37,WT,5,2.80869123,0.0296095364,0.0132417872,-0.904944715
KO_heat_up,C3,WT_39,39,WT,5,4.47559519,0.163041473,0.0729143634,0.886459514
KO_heat_up,C3,cGASKO_37,37,cGASKO,5,2.88219581,0.146580544,0.0655528123,-0.825950115
KO_heat_up,C3,cGASKO_39,39,cGASKO,5,4.43649162,0.224612211,0.100449635,0.844435315
KO_heat_up,Fah,WT_37,37,WT,5,3.00071804,0.10309239,0.0461043185,-0.878422974
KO_heat_up,Fah,WT_39,39,WT,5,4.25331889,0.107365001,0.0480150882,0.812481385
KO_heat_up,Fah,cGASKO_37,37,cGASKO,5,3.02034912,0.160807272,0.0719151983,-0.851922682
KO_heat_up,Fah,cGASKO_39,39,cGASKO,5,4.33138521,0.121982253,0.054552122,0.917864271
KO_heat_up,Rpl10a-ps2,WT_37,37,WT,5,0.86565866,0.165400182,0.0739692101,-0.777414574
KO_heat_up,Rpl10a-ps2,WT_39,39,WT,5,2.90248608,0.25012405,0.111858876,0.894428294
KO_heat_up,Rpl10a-ps2,cGASKO_37,37,cGASKO,5,0.655649017,0.257973949,0.115369457,-0.949792028
KO_heat_up,Rpl10a-ps2,cGASKO_39,39,cGASKO,5,2.82737712,0.175525155,0.0784972357,0.832778308
KO_heat_up,Rab34,WT_37,37,WT,5,2.26059141,0.127973912,0.057231673499999997,-0.75939982
KO_heat_up,Rab34,WT_39,39,WT,5,3.45765242,0.183765177,0.0821822854,0.840156012
KO_heat_up,Rab34,cGASKO_37,37,cGASKO,5,2.10584907,0.0887587277,0.0396941097,-0.966172082
KO_heat_up,Rab34,cGASKO_39,39,cGASKO,5,3.49152359,0.0884302506,0.0395472103,0.88541589
KO_heat_up,Gm9745,WT_37,37,WT,5,1.07456391,0.0835156188,0.0373493202,-0.768084949
KO_heat_up,Gm9745,WT_39,39,WT,5,3.05154933,0.195811568,0.0875695954,0.867286384
KO_heat_up,Gm9745,cGASKO_37,37,cGASKO,5,0.844125676,0.377482319,0.168815225,-0.9587045
KO_heat_up,Gm9745,cGASKO_39,39,cGASKO,5,3.04214015,0.187047377,0.0836501301,0.859503065
KO_heat_up,Itga3,WT_37,37,WT,5,4.28945625,0.246760652,0.110354719,-0.776474535
KO_heat_up,Itga3,WT_39,39,WT,5,6.05735345,0.123682632,0.0553125544,0.944615851
KO_heat_up,Itga3,cGASKO_37,37,cGASKO,5,4.11388903,0.127060785,0.0568233105,-0.947393437
KO_heat_up,Itga3,cGASKO_39,39,cGASKO,5,5.88749249,0.164046412,0.0733637856,0.77925212
KO_heat_up,B3gnt5,WT_37,37,WT,5,4.72327397,0.176783096,0.0790598039,-0.846561711
KO_heat_up,B3gnt5,WT_39,39,WT,5,5.81255202,0.0577910037,0.0258449226,0.841049697
KO_heat_up,B3gnt5,cGASKO_37,37,cGASKO,5,4.69851247,0.105482474,0.0471731966,-0.884924534
KO_heat_up,B3gnt5,cGASKO_39,39,cGASKO,5,5.84442903,0.116465122,0.0520847861,0.890436548
KO_heat_up,Ophn1,WT_37,37,WT,5,1.07344398,0.191819219,0.0857841624,-0.859398872
KO_heat_up,Ophn1,WT_39,39,WT,5,2.92304243,0.205457221,0.091883262499999993,0.935089934
KO_heat_up,Ophn1,cGASKO_37,37,cGASKO,5,1.0627608,0.07427,0.0332145538,-0.869763743
KO_heat_up,Ophn1,cGASKO_39,39,cGASKO,5,2.77769446,0.165065232,0.0738194157,0.794072682
KO_heat_up,Adora2a,WT_37,37,WT,5,3.84696454,0.152033746,0.0679915583,-0.863360942
KO_heat_up,Adora2a,WT_39,39,WT,5,5.00230937,0.0571392257,0.0255534386,0.872872858
KO_heat_up,Adora2a,cGASKO_37,37,cGASKO,5,3.8434393,0.143260874,0.0640682106,-0.86865862
KO_heat_up,Adora2a,cGASKO_39,39,cGASKO,5,4.99317556,0.145584659,0.0651074387,0.859146704
KO_heat_up,Aldh1a2,WT_37,37,WT,5,0.791548972,0.413967462,0.185131877,-0.804037545
KO_heat_up,Aldh1a2,WT_39,39,WT,5,2.91111282,0.162075611,0.0724824167,0.81673343
KO_heat_up,Aldh1a2,cGASKO_37,37,cGASKO,5,0.633877733,0.304500903,0.136176944,-0.924604316
KO_heat_up,Aldh1a2,cGASKO_39,39,cGASKO,5,3.03557796,0.0571288184,0.0255487843,0.911908432
KO_heat_up,Irf6,WT_37,37,WT,5,2.40050847,0.25094562,0.112226293,-0.735734184
KO_heat_up,Irf6,WT_39,39,WT,5,3.63534591,0.120142072,0.0537291679,0.86102873
KO_heat_up,Irf6,cGASKO_37,37,cGASKO,5,2.20606552,0.13725744,0.0613833931,-0.98716752
KO_heat_up,Irf6,cGASKO_39,39,cGASKO,5,3.63599879,0.0455404057,0.0203662886,0.861872975
KO_heat_up,Klrc1,WT_37,37,WT,5,3.26565259,0.202757524,0.0906759212,-0.859050185
KO_heat_up,Klrc1,WT_39,39,WT,5,4.58653923,0.116157666,0.0519472876,0.892486643
KO_heat_up,Klrc1,cGASKO_37,37,cGASKO,5,3.25546198,0.128250533,0.0573553822,-0.872563242
KO_heat_up,Klrc1,cGASKO_39,39,cGASKO,5,4.54629895,0.130781079,0.0584870765,0.839126784
KO_heat_up,Upp1,WT_37,37,WT,5,3.19491583,0.226939727,0.101490531,-0.917239019
KO_heat_up,Upp1,WT_39,39,WT,5,4.67013624,0.142862736,0.0638901576,0.811134132
KO_heat_up,Upp1,cGASKO_37,37,cGASKO,5,3.28511727,0.104535039,0.0467494907,-0.811558706
KO_heat_up,Upp1,cGASKO_39,39,cGASKO,5,4.76106246,0.171923033,0.0768863179,0.917663593
KO_heat_up,Slc4a11,WT_37,37,WT,5,6.22996937,0.201816033,0.0902548738,-0.877147538
KO_heat_up,Slc4a11,WT_39,39,WT,5,7.56675989,0.122876639,0.0549521033,0.912916311
KO_heat_up,Slc4a11,cGASKO_37,37,cGASKO,5,6.24761793,0.0918132769,0.0410601457,-0.853514778
KO_heat_up,Slc4a11,cGASKO_39,39,cGASKO,5,7.49568825,0.0744149092,0.0332793591,0.817746005
KO_heat_up,Plk2,WT_37,37,WT,5,3.73341428,0.303620806,0.135783352,-0.810449207
KO_heat_up,Plk2,WT_39,39,WT,5,5.6538974,0.204163999,0.0913049161,0.908673287
KO_heat_up,Plk2,cGASKO_37,37,cGASKO,5,3.6123895,0.17095696,0.0764542769,-0.918784666
KO_heat_up,Plk2,cGASKO_39,39,cGASKO,5,5.55546407,0.068344027,0.030564378,0.820560586
KO_heat_up,Neb,WT_37,37,WT,5,4.89163581,0.120907918,0.0540716646,-0.816272581
KO_heat_up,Neb,WT_39,39,WT,5,5.99364413,0.133691129,0.0597884906,0.882194413
KO_heat_up,Neb,cGASKO_37,37,cGASKO,5,4.82808061,0.097852022,0.0437607546,-0.914226837
KO_heat_up,Neb,cGASKO_39,39,cGASKO,5,5.9716558300000004,0.158518731,0.0708917315,0.848305005
KO_heat_up,1110002J07Rik,WT_37,37,WT,5,1.46508296,0.353833902,0.158239332,-0.841294411
KO_heat_up,1110002J07Rik,WT_39,39,WT,5,3.16036038,0.0859935652,0.0384574915,0.821588825
KO_heat_up,1110002J07Rik,cGASKO_37,37,cGASKO,5,1.41612238,0.154624846,0.0691503332,-0.889319427
KO_heat_up,1110002J07Rik,cGASKO_39,39,cGASKO,5,3.24949988,0.184359078,0.0824478863,0.909025013
KO_heat_up,Ptpn5,WT_37,37,WT,5,3.77986431,0.207684119,0.0928791617,-0.898419629
KO_heat_up,Ptpn5,WT_39,39,WT,5,4.93904713,0.0844253829,0.037756179,0.875400146
KO_heat_up,Ptpn5,cGASKO_37,37,cGASKO,5,3.82264312,0.119625548,0.0534981715,-0.832958081
KO_heat_up,Ptpn5,cGASKO_39,39,cGASKO,5,4.92635456,0.070172145,0.0313819373,0.855977564
KO_heat_up,Spp1,WT_37,37,WT,5,4.71632168,0.138832905,0.0620879626,-0.978119022
KO_heat_up,Spp1,WT_39,39,WT,5,6.16070102,0.0758414938,0.0339173471,0.752580286
KO_heat_up,Spp1,cGASKO_37,37,cGASKO,5,4.91577156,0.198007544,0.0885516656,-0.739132102
KO_heat_up,Spp1,cGASKO_39,39,cGASKO,5,6.33770416,0.17721574,0.0792532881,0.964670839
KO_heat_up,Il17f,WT_37,37,WT,5,3.29267561,0.157252115,0.0703252839,-0.786195888
KO_heat_up,Il17f,WT_39,39,WT,5,4.90776077,0.118727946,0.0530967514,0.99554534
KO_heat_up,Il17f,cGASKO_37,37,cGASKO,5,3.16052643,0.203952298,0.0912102405,-0.93198117
KO_heat_up,Il17f,cGASKO_39,39,cGASKO,5,4.66037426,0.20402031,0.0912406563,0.722631718
KO_heat_up,Ttc39c,WT_37,37,WT,5,3.90229619,0.118847441,0.0531501914,-0.909602922
KO_heat_up,Ttc39c,WT_39,39,WT,5,5.15220354,0.197175641,0.0881796275,0.908750873
KO_heat_up,Ttc39c,cGASKO_37,37,cGASKO,5,3.96376292,0.105383603,0.0471289802,-0.820181681
KO_heat_up,Ttc39c,cGASKO_39,39,cGASKO,5,5.09190817,0.0961394135,0.0429948528,0.82103373
KO_heat_up,Tanc2,WT_37,37,WT,5,3.44570779,0.184100306,0.08233216,-0.778692539
KO_heat_up,Tanc2,WT_39,39,WT,5,4.55082737,0.128733539,0.0575713887,0.948219506
KO_heat_up,Tanc2,cGASKO_37,37,cGASKO,5,3.33925607,0.0693546851,0.0310163581,-0.945039022
KO_heat_up,Tanc2,cGASKO_39,39,cGASKO,5,4.44030502,0.120740647,0.0539968588,0.775512055
KO_heat_up,Scn9a,WT_37,37,WT,5,0.351758882,0.206871222,0.0925156228,-0.854975653
KO_heat_up,Scn9a,WT_39,39,WT,5,1.83273371,0.0657247946,0.0293930217,0.77881014
KO_heat_up,Scn9a,cGASKO_37,37,cGASKO,5,0.335562865,0.216514586,0.0968282663,-0.872842819
KO_heat_up,Scn9a,cGASKO_39,39,cGASKO,5,1.98701296,0.146390706,0.0654679142,0.949008331
KO_heat_up,Ildr1,WT_37,37,WT,5,1.06613646,0.175343575,0.0784160306,-0.71970474
KO_heat_up,Ildr1,WT_39,39,WT,5,2.44233905,0.0900050706,0.0402514912,0.910121687
KO_heat_up,Ildr1,cGASKO_37,37,cGASKO,5,0.829860729,0.201467051,0.0900988044,-0.999524319
KO_heat_up,Ildr1,cGASKO_39,39,cGASKO,5,2.35704398,0.161989433,0.0724438769,0.809107371
KO_heat_up,Cystm1,WT_37,37,WT,5,2.44022645,0.149386922,0.0668078624,-0.794122403
KO_heat_up,Cystm1,WT_39,39,WT,5,3.4759766,0.125341451,0.0560544009,0.850389259
KO_heat_up,Cystm1,cGASKO_37,37,cGASKO,5,2.35153145,0.108163302,0.048372099,-0.934947835
KO_heat_up,Cystm1,cGASKO_39,39,cGASKO,5,3.49379535,0.102038957,0.0456332089,0.878680979
KO_heat_up,Ptger2,WT_37,37,WT,5,4.40297371,0.115219671,0.0515278036,-0.816529736
KO_heat_up,Ptger2,WT_39,39,WT,5,5.70375231,0.176784282,0.0790603344,0.928096912
KO_heat_up,Ptger2,cGASKO_37,37,cGASKO,5,4.33190542,0.170815268,0.07639091,-0.911847749
KO_heat_up,Ptger2,cGASKO_39,39,cGASKO,5,5.60845355,0.123867694,0.0553953166,0.800280573
KO_heat_up,Tmeff2,WT_37,37,WT,5,3.28358959,0.101165417,0.0452425498,-0.922470153
KO_heat_up,Tmeff2,WT_39,39,WT,5,4.33828972,0.164381545,0.0735136618,0.775734902
KO_heat_up,Tmeff2,cGASKO_37,37,cGASKO,5,3.35770393,0.0899008233,0.0402048704,-0.803136385
KO_heat_up,Tmeff2,cGASKO_39,39,cGASKO,5,4.4464404,0.162842208,0.0728252493,0.949871636
KO_heat_up,Fosl2,WT_37,37,WT,5,4.80286509,0.276211088,0.123525354,-0.803269303
KO_heat_up,Fosl2,WT_39,39,WT,5,6.38449477,0.203989514,0.091226884,0.902990992
KO_heat_up,Fosl2,cGASKO_37,37,cGASKO,5,4.68932286,0.0424220475,0.0189717164,-0.92575852300000006
KO_heat_up,Fosl2,cGASKO_39,39,cGASKO,5,6.31316159,0.108316744,0.0484407204,0.826036834
