signature,gene_symbol,group,temperature,genotype,n_samples,mean_logcpm,sd_logcpm,se_logcpm,z_across_groups
KO_heat_up,Npr3,WT_37,37,WT,5,-0.378040354,0.188992985,0.0845202321,-0.990395259
KO_heat_up,Npr3,WT_39,39,WT,5,1.386962,0.231500415,0.103530133,0.893697354
KO_heat_up,Npr3,cGASKO_37,37,cGASKO,5,-0.135334693,0.16221277,0.072543756,-0.731313484
KO_heat_up,Npr3,cGASKO_39,39,cGASKO,5,1.32542793,0.294534434,0.131719803,0.828011389
KO_heat_up,Nr4a2,WT_37,37,WT,5,4.76542126,0.158981408,0.0710986473,-0.877253749
KO_heat_up,Nr4a2,WT_39,39,WT,5,5.87777458,0.188391365,0.0842511798,0.893547315
KO_heat_up,Nr4a2,cGASKO_37,37,cGASKO,5,4.77985561,0.151991381,0.0679726121,-0.854275118
KO_heat_up,Nr4a2,cGASKO_39,39,cGASKO,5,5.84287017,0.143983684,0.0643914609,0.837981551
KO_heat_up,Il23a,WT_37,37,WT,5,-0.413454094,0.288323746,0.128942299,-0.872896683
KO_heat_up,Il23a,WT_39,39,WT,5,1.1943829,0.208796556,0.0933766584,0.840232519
KO_heat_up,Il23a,cGASKO_37,37,cGASKO,5,-0.40017419,0.275156066,0.123053534,-0.85874712
KO_heat_up,Il23a,cGASKO_39,39,cGASKO,5,1.24241612,0.302859179,0.135442742,0.891411285
KO_heat_up,Nppc,WT_37,37,WT,5,0.847352403,0.601396668,0.268952766,-0.795630721
KO_heat_up,Nppc,WT_39,39,WT,5,2.92771704,0.167902826,0.0750884264,0.908808966
KO_heat_up,Nppc,cGASKO_37,37,cGASKO,5,0.680228287,0.189929941,0.084939252,-0.932555264
KO_heat_up,Nppc,cGASKO_39,39,cGASKO,5,2.81856031,0.159762804,0.071448098,0.819377019
KO_heat_up,Fam71b,WT_37,37,WT,5,3.82652366,0.366419421,0.163867747,-0.898399206
KO_heat_up,Fam71b,WT_39,39,WT,5,5.2535089,0.18853057,0.0843134343,0.793219071
KO_heat_up,Fam71b,cGASKO_37,37,cGASKO,5,3.88416996,0.166974136,0.0746731037,-0.830062452
KO_heat_up,Fam71b,cGASKO_39,39,cGASKO,5,5.37331457,0.0331577969,0.0148286175,0.935242587
KO_heat_up,Adcy4,WT_37,37,WT,5,0.898798411,0.22833362200000001,0.1021139,-0.74113042
KO_heat_up,Adcy4,WT_39,39,WT,5,2.11348656,0.167325461,0.0748302209,0.953897296
KO_heat_up,Adcy4,cGASKO_37,37,cGASKO,5,0.729312352,0.230472711,0.10307053,-0.977638504
KO_heat_up,Adcy4,cGASKO_39,39,cGASKO,5,1.97802728,0.117495054,0.0525453856,0.764871628
KO_heat_up,Inhba,WT_37,37,WT,5,3.8847163,0.314044997,0.140445192,-0.821665789
KO_heat_up,Inhba,WT_39,39,WT,5,6.11917958,0.314034832,0.140440646,0.96903499
KO_heat_up,Inhba,cGASKO_37,37,cGASKO,5,3.7834333,0.285790776,0.12780952,-0.902834068
KO_heat_up,Inhba,cGASKO_39,39,cGASKO,5,5.85268358,0.321093254,0.143597268,0.755464867
KO_heat_up,Ccl4,WT_37,37,WT,5,3.63964201,0.576527678,0.257831016,-0.896891645
KO_heat_up,Ccl4,WT_39,39,WT,5,6.43630883,0.376709784,0.168469737,0.865225919
KO_heat_up,Ccl4,cGASKO_37,37,cGASKO,5,3.73850729,0.24299308,0.108669809,-0.83459883
KO_heat_up,Ccl4,cGASKO_39,39,cGASKO,5,6.43795726,0.343276301,0.153517829,0.866264556
KO_heat_up,Pak1,WT_37,37,WT,5,2.45623688,0.21725401,0.0971589468,-0.950985729
KO_heat_up,Pak1,WT_39,39,WT,5,3.7389867,0.22748189,0.101732994,0.912537735
KO_heat_up,Pak1,cGASKO_37,37,cGASKO,5,2.57725073,0.144197357,0.0644870184,-0.775182039
KO_heat_up,Pak1,cGASKO_39,39,cGASKO,5,3.67090393,0.145634826,0.065129874200000007,0.813630034
KO_heat_up,Nr4a3,WT_37,37,WT,5,7.80430502,0.285768496,0.127799557,-0.868470011
KO_heat_up,Nr4a3,WT_39,39,WT,5,9.00516332,0.184789617,0.082640429,0.888383166
KO_heat_up,Nr4a3,cGASKO_37,37,cGASKO,5,7.80784949,0.0335150069,0.0149883667,-0.863284452
KO_heat_up,Nr4a3,cGASKO_39,39,cGASKO,5,8.97439645,0.092208874,0.0412370621,0.843371297
KO_heat_up,Mocos,WT_37,37,WT,5,1.39131758,0.25158938,0.112514191,-0.854957325
KO_heat_up,Mocos,WT_39,39,WT,5,2.70765369,0.272585228,0.12190382,0.900055512
KO_heat_up,Mocos,cGASKO_37,37,cGASKO,5,1.37527672,0.161053427,0.0720252824,-0.876343895
KO_heat_up,Mocos,cGASKO_39,39,cGASKO,5,2.65604333,0.172990687,0.0773637873,0.831245707
KO_heat_up,Bcl6b,WT_37,37,WT,5,-0.181518535,0.271530752,0.121432244,-0.840720036
KO_heat_up,Bcl6b,WT_39,39,WT,5,1.06413783,0.271809087,0.121556719,0.76898453
KO_heat_up,Bcl6b,cGASKO_37,37,cGASKO,5,-0.216473964,0.195106896,0.0872544564,-0.885891333
KO_heat_up,Bcl6b,cGASKO_39,39,cGASKO,5,1.21011709,0.149306445,0.066771872,0.957626838
KO_heat_up,Spint1,WT_37,37,WT,5,0.459544178,0.147263051,0.0658580384,-0.906248455
KO_heat_up,Spint1,WT_39,39,WT,5,1.65988213,0.295511833,0.132156909,0.77296477
KO_heat_up,Spint1,cGASKO_37,37,cGASKO,5,0.521178418,0.0899704491,0.040236008,-0.820025212
KO_heat_up,Spint1,cGASKO_39,39,cGASKO,5,1.78879601,0.195810852,0.0875692754,0.953308898
KO_heat_up,F3,WT_37,37,WT,5,0.101539973,0.395696112,0.176960681,-0.931367195
KO_heat_up,F3,WT_39,39,WT,5,2.24849314,0.460030723,0.205731994,0.836316875
KO_heat_up,F3,cGASKO_37,37,cGASKO,5,0.263957969,0.133295298,0.0596114697,-0.797641081
KO_heat_up,F3,cGASKO_39,39,cGASKO,5,2.31696322,0.291448099,0.130339552,0.892691401
KO_heat_up,Ttyh1,WT_37,37,WT,5,1.96980574,0.255518664,0.11427142,-0.945228239
KO_heat_up,Ttyh1,WT_39,39,WT,5,2.8737148,0.107175597,0.0479303842,0.665275343
KO_heat_up,Ttyh1,cGASKO_37,37,cGASKO,5,2.07301105,0.128500265,0.0574670655,-0.761346325
KO_heat_up,Ttyh1,cGASKO_39,39,cGASKO,5,3.08476146,0.135402235,0.0605537204,1.04129922
KO_heat_up,Tnfrsf11b,WT_37,37,WT,5,0.813303026,0.0837583553,0.0374578752,-0.815504659
KO_heat_up,Tnfrsf11b,WT_39,39,WT,5,2.08590956,0.204945631,0.0916544727,0.985414338
KO_heat_up,Tnfrsf11b,cGASKO_37,37,cGASKO,5,0.749087155,0.247035264,0.110477529,-0.906379238
KO_heat_up,Tnfrsf11b,cGASKO_39,39,cGASKO,5,1.90999451,0.129620189,0.0579679108,0.736469559
KO_heat_up,Gdf6,WT_37,37,WT,5,-0.704646203,0.0702820781,0.0314311009,-0.834687684
KO_heat_up,Gdf6,WT_39,39,WT,5,0.501902262,0.189145211,0.0845883098,0.959301066
KO_heat_up,Gdf6,cGASKO_37,37,cGASKO,5,-0.742885906,0.140589987,0.0628737537,-0.891545404
KO_heat_up,Gdf6,cGASKO_39,39,cGASKO,5,0.372524318,0.188856365,0.084459134,0.766932022
KO_heat_up,Sh3pxd2b,WT_37,37,WT,5,0.43459967,0.195894992,0.0876069039,-0.825136042
KO_heat_up,Sh3pxd2b,WT_39,39,WT,5,1.75332435,0.135430735,0.0605664658,0.976353853
KO_heat_up,Sh3pxd2b,cGASKO_37,37,cGASKO,5,0.380862341,0.152082463,0.0680133453,-0.898545796
KO_heat_up,Sh3pxd2b,cGASKO_39,39,cGASKO,5,1.58567308,0.231398223,0.103484431,0.747327986
KO_heat_up,Ccl22,WT_37,37,WT,5,0.759299041,0.466574875,0.208658628,-0.923854317
KO_heat_up,Ccl22,WT_39,39,WT,5,2.79028966,0.0726080449,0.0324713048,0.88581365
KO_heat_up,Ccl22,cGASKO_37,37,cGASKO,5,0.891639489,0.395157896,0.176719984,-0.805935372
KO_heat_up,Ccl22,cGASKO_39,39,cGASKO,5,2.7433353,0.10574202,0.047289269,0.843976039
KO_heat_up,Lst1,WT_37,37,WT,5,0.89470247,0.254247319,0.113702858,-0.780409751
KO_heat_up,Lst1,WT_39,39,WT,5,1.89110886,0.177773088,0.0795025418,0.772306325
KO_heat_up,Lst1,cGASKO_37,37,cGASKO,5,0.790254068,0.100222223,0.0448207408,-0.943173373
KO_heat_up,Lst1,cGASKO_39,39,cGASKO,5,2.0059575,0.224254434,0.100289632,0.9512768
KO_heat_up,Bicd1,WT_37,37,WT,5,0.122583117,0.266759289,0.119298381,-0.73320105
KO_heat_up,Bicd1,WT_39,39,WT,5,1.15838893,0.244417491,0.109306825,0.811652677
KO_heat_up,Bicd1,cGASKO_37,37,cGASKO,5,-0.0482942997,0.102463501,0.0458230709,-0.988056363
KO_heat_up,Bicd1,cGASKO_39,39,cGASKO,5,1.2240646,0.121959052,0.0545417462,0.909604736
KO_heat_up,Tgm1,WT_37,37,WT,5,0.798000005,0.3590752,0.160583311,-0.904740119
KO_heat_up,Tgm1,WT_39,39,WT,5,2.19421818,0.193852664,0.086693547,0.859145127
KO_heat_up,Tgm1,cGASKO_37,37,cGASKO,5,0.860010146,0.167268672,0.074804824,-0.826400807
KO_heat_up,Tgm1,cGASKO_39,39,cGASKO,5,2.20439024,0.163432215,0.0730891087,0.871995799
KO_heat_up,Hk2,WT_37,37,WT,5,5.22723733,0.293154919,0.131102865,-0.774327328
KO_heat_up,Hk2,WT_39,39,WT,5,6.57744382,0.203054681,0.0908088139,0.916818214
KO_heat_up,Hk2,cGASKO_37,37,cGASKO,5,5.08578003,0.0441500365,0.0197444966,-0.95150385
KO_heat_up,Hk2,cGASKO_39,39,cGASKO,5,6.49137237,0.258324224,0.115526105,0.809012964
KO_heat_up,Nr4a1,WT_37,37,WT,5,6.99904973,0.404014574,0.18068081,-0.891187176
KO_heat_up,Nr4a1,WT_39,39,WT,5,8.77480603,0.278009602,0.124329674,0.85948352
KO_heat_up,Nr4a1,cGASKO_37,37,cGASKO,5,7.05049459,0.0769707974,0.0344223871,-0.840469063
KO_heat_up,Nr4a1,cGASKO_39,39,cGASKO,5,8.78767706,0.240444425,0.107530016,0.872172718
KO_heat_up,Mapk12,WT_37,37,WT,5,0.429744969,0.135532207,0.0606118458,-0.61177631
KO_heat_up,Mapk12,WT_39,39,WT,5,1.16138339,0.0918299544,0.0410676041,0.822841264
KO_heat_up,Mapk12,cGASKO_37,37,cGASKO,5,0.187408346,0.11224602,0.0501979463,-1.0869569
KO_heat_up,Mapk12,cGASKO_39,39,cGASKO,5,1.18843863,0.145017899,0.064853976,0.875891945
KO_heat_up,Notch3,WT_37,37,WT,5,0.412041994,0.10220547,0.0457076756,-0.877668517
KO_heat_up,Notch3,WT_39,39,WT,5,1.48983716,0.212115016,0.0948607189,0.814996984
KO_heat_up,Notch3,cGASKO_37,37,cGASKO,5,0.42785493,0.211955756,0.0947894956,-0.852834474
KO_heat_up,Notch3,cGASKO_39,39,cGASKO,5,1.55383571,0.139726821,0.0624877341,0.915506007
KO_heat_up,Wnt3,WT_37,37,WT,5,-0.33032715,0.18553219,0.0829725177,-0.733196559
KO_heat_up,Wnt3,WT_39,39,WT,5,0.781528,0.108156826,0.0483692029,0.954828271
KO_heat_up,Wnt3,cGASKO_37,37,cGASKO,5,-0.495762812,0.245529924,0.10980432,-0.984361925
KO_heat_up,Wnt3,cGASKO_39,39,cGASKO,5,0.654998337,0.123107149,0.0550551905,0.762730214
KO_heat_up,Plaur,WT_37,37,WT,5,0.313677967,0.636275736,0.28455116,-0.824579807
KO_heat_up,Plaur,WT_39,39,WT,5,2.56339967,0.285177005,0.127535034,0.910408781
KO_heat_up,Plaur,cGASKO_37,37,cGASKO,5,0.208963573,0.182988344,0.0818348751,-0.905335697
KO_heat_up,Plaur,cGASKO_39,39,cGASKO,5,2.44552896,0.256025291,0.114497991,0.819506722
KO_heat_up,Rhbdl3,WT_37,37,WT,5,1.6227023,0.216950148,0.0970230557,-0.537727469
KO_heat_up,Rhbdl3,WT_39,39,WT,5,2.40855128,0.0592451904,0.0264952546,0.913338423
KO_heat_up,Rhbdl3,cGASKO_37,37,cGASKO,5,1.2975604,0.177469744,0.0793668825,-1.13810025
KO_heat_up,Rhbdl3,cGASKO_39,39,cGASKO,5,2.32685641,0.193855561,0.0866948424,0.762489294
KO_heat_up,Samd4,WT_37,37,WT,5,1.16419598,0.148064085,0.0662162718,-0.918132827
KO_heat_up,Samd4,WT_39,39,WT,5,2.33287132,0.330500032,0.147804108,0.802258129
KO_heat_up,Samd4,cGASKO_37,37,cGASKO,5,1.23763777,0.136065303,0.0608502535,-0.810020177
KO_heat_up,Samd4,cGASKO_39,39,cGASKO,5,2.41685875,0.172876988,0.0773129392,0.925894875
KO_heat_up,Ripk4,WT_37,37,WT,5,-0.0687041938,0.169318085,0.0757213496,-0.785293152
KO_heat_up,Ripk4,WT_39,39,WT,5,0.942167244,0.202180626,0.0904179246,0.842251626
KO_heat_up,Ripk4,cGASKO_37,37,cGASKO,5,-0.16658973,0.1145242,0.0512167791,-0.94289291
KO_heat_up,Ripk4,cGASKO_39,39,cGASKO,5,0.969298728,0.180919822,0.0809098039,0.885934436
KO_heat_up,Zbtb46,WT_37,37,WT,5,1.23568579,0.31605366,0.141343494,-0.720924694
KO_heat_up,Zbtb46,WT_39,39,WT,5,2.22863904,0.138726629,0.0620404347,0.840984793
KO_heat_up,Zbtb46,cGASKO_37,37,cGASKO,5,1.05848596,0.186726847,0.0835067846,-0.999658952
KO_heat_up,Zbtb46,cGASKO_39,39,cGASKO,5,2.25318717,0.173287975,0.0774967385,0.879598853
KO_heat_up,Gfi1,WT_37,37,WT,5,3.76214743,0.306034023,0.136862576,-0.627599978
KO_heat_up,Gfi1,WT_39,39,WT,5,4.77993667,0.184622019,0.0825654769,1.00067998
KO_heat_up,Gfi1,cGASKO_37,37,cGASKO,5,3.49020599,0.0958457962,0.0428635432,-1.06265743
KO_heat_up,Gfi1,cGASKO_39,39,cGASKO,5,4.58547575,0.108368143,0.0484637069,0.689577429
KO_heat_up,Ccl20,WT_37,37,WT,5,4.65489781,0.173255972,0.077482426,-0.778975229
KO_heat_up,Ccl20,WT_39,39,WT,5,6.01920979,0.26936939,0.120465654,1.00516952
KO_heat_up,Ccl20,cGASKO_37,37,cGASKO,5,4.53414697,0.134694771,0.0602373328,-0.936884102
KO_heat_up,Ccl20,cGASKO_39,39,cGASKO,5,5.79402503,0.239137844,0.106945695,0.710689807
KO_heat_up,Bspry,WT_37,37,WT,5,1.69849401,0.248057021,0.110934472,-0.801876059
KO_heat_up,Bspry,WT_39,39,WT,5,2.68134967,0.182801638,0.0817513778,0.80086282
KO_heat_up,Bspry,cGASKO_37,37,cGASKO,5,1.6225781,0.204895856,0.0916322125,-0.925671823
KO_heat_up,Bspry,cGASKO_39,39,cGASKO,5,2.75850828,0.216781897,0.0969478115,0.926685063
KO_heat_up,Cd70,WT_37,37,WT,5,-0.129837584,0.241403111,0.107958753,-0.823653998
KO_heat_up,Cd70,WT_39,39,WT,5,1.31318165,0.195472579,0.087417995,1.01070043
KO_heat_up,Cd70,cGASKO_37,37,cGASKO,5,-0.185436423,0.286712607,0.128221776,-0.894330793
KO_heat_up,Cd70,cGASKO_39,39,cGASKO,5,1.0744953800000001,0.096183655,0.0430146382,0.707284364
KO_heat_up,S1pr3,WT_37,37,WT,5,2.53840277,0.358264522,0.160220765,-0.79943422
KO_heat_up,S1pr3,WT_39,39,WT,5,3.79988947,0.125965902,0.056333664,0.942126511
KO_heat_up,S1pr3,cGASKO_37,37,cGASKO,5,2.44624805,0.175950017,0.0786872396,-0.926659544
KO_heat_up,S1pr3,cGASKO_39,39,cGASKO,5,3.68532797,0.172443352,0.0771190115,0.783967253
KO_heat_up,Fam110c,WT_37,37,WT,5,1.48463936,0.194853532,0.0871411488,-0.958190027
KO_heat_up,Fam110c,WT_39,39,WT,5,2.48505486,0.16187095,0.0723908895,0.746380109
KO_heat_up,Fam110c,cGASKO_37,37,cGASKO,5,1.60048762,0.181332459,0.0810943412,-0.760800552
KO_heat_up,Fam110c,cGASKO_39,39,cGASKO,5,2.6178299,0.183346271,0.0819949449,0.97261047
KO_heat_up,Sgms2,WT_37,37,WT,5,1.10876737,0.228426567,0.102155466,-0.796313209
KO_heat_up,Sgms2,WT_39,39,WT,5,2.4011141,0.304966904,0.136385346,0.884776312
KO_heat_up,Sgms2,cGASKO_37,37,cGASKO,5,1.00383472,0.172713705,0.0772399171,-0.932809993
KO_heat_up,Sgms2,cGASKO_39,39,cGASKO,5,2.37003376,0.320541551,0.143350539,0.84434689
KO_heat_up,Zfp583,WT_37,37,WT,5,0.595057707,0.169963511,0.0760099927,-0.748403275
KO_heat_up,Zfp583,WT_39,39,WT,5,1.6666593,0.223272478,0.0998504875,0.895182659
KO_heat_up,Zfp583,cGASKO_37,37,cGASKO,5,0.446963564,0.239990408,0.107326973,-0.975545014
KO_heat_up,Zfp583,cGASKO_39,39,cGASKO,5,1.62335606,0.190236101,0.0850761709,0.828765631
KO_heat_up,Adam8,WT_37,37,WT,5,1.45163784,0.319363129,0.142823533,-0.953789833
KO_heat_up,Adam8,WT_39,39,WT,5,2.79398053,0.217343875,0.0971991356,0.900586628
KO_heat_up,Adam8,cGASKO_37,37,cGASKO,5,1.58271412,0.112500771,0.0503118742,-0.772714789
KO_heat_up,Adam8,cGASKO_39,39,cGASKO,5,2.73992954,0.197379706,0.0882708879,0.825917995
KO_heat_up,Fosl1,WT_37,37,WT,5,0.416571008,0.232736741,0.104083035,-0.949290229
KO_heat_up,Fosl1,WT_39,39,WT,5,1.68026553,0.256925853,0.114900735,0.832328893
KO_heat_up,Fosl1,cGASKO_37,37,cGASKO,5,0.538100986,0.130877084,0.0585300111,-0.777951247
KO_heat_up,Fosl1,cGASKO_39,39,cGASKO,5,1.72465586,0.210738905,0.0942453034,0.894912583
KO_heat_up,Cpm,WT_37,37,WT,5,2.80055352,0.443180108,0.19819617,-0.856453155
KO_heat_up,Cpm,WT_39,39,WT,5,4.36919075,0.268007638,0.119856659,0.88103926
KO_heat_up,Cpm,cGASKO_37,37,cGASKO,5,2.78343534,0.153959365,0.0688527211,-0.87541401
KO_heat_up,Cpm,cGASKO_39,39,cGASKO,5,4.34191544,0.0631594458,0.0282457628,0.850827906
KO_heat_up,Egfr,WT_37,37,WT,5,0.215400564,0.237953865,0.106416204,-0.899324453
KO_heat_up,Egfr,WT_39,39,WT,5,1.60327784,0.164623702,0.0736219575,0.991410568
KO_heat_up,Egfr,cGASKO_37,37,cGASKO,5,0.272192451,0.121769156,0.054456822,-0.821955645
KO_heat_up,Egfr,cGASKO_39,39,cGASKO,5,1.41129596,0.237049884,0.106011931,0.72986953
KO_heat_up,Rnf152,WT_37,37,WT,5,1.01666762,0.172667005,0.0772190322,-0.850787608
KO_heat_up,Rnf152,WT_39,39,WT,5,2.20390657,0.371759582,0.16625594,0.842895006
KO_heat_up,Rnf152,cGASKO_37,37,cGASKO,5,0.995608662,0.139785043,0.0625137716,-0.880829747
KO_heat_up,Rnf152,cGASKO_39,39,cGASKO,5,2.23603066,0.2182275,0.097594305,0.888722348
KO_heat_up,Pdgfa,WT_37,37,WT,5,0.244867695,0.0636075683,0.0284461693,-0.573469888
KO_heat_up,Pdgfa,WT_39,39,WT,5,1.0189663,0.176444736,0.0789084849,0.848910934
KO_heat_up,Pdgfa,cGASKO_37,37,cGASKO,5,-0.050181607,0.242082622,0.10826264,-1.11561332
KO_heat_up,Pdgfa,cGASKO_39,39,cGASKO,5,1.01421048,0.138027618,0.0617278271,0.84017227
KO_heat_up,4930459C07Rik,WT_37,37,WT,5,-0.164967746,0.223785236,0.1000798,-0.732190482
KO_heat_up,4930459C07Rik,WT_39,39,WT,5,1.04538968,0.191818037,0.0857836341,0.954903029
KO_heat_up,4930459C07Rik,cGASKO_37,37,cGASKO,5,-0.346492752,0.221410531,0.0990177996,-0.985214633
KO_heat_up,4930459C07Rik,cGASKO_39,39,cGASKO,5,0.907357071,0.267179447,0.119486281,0.762502085
KO_heat_up,Il1r2,WT_37,37,WT,5,1.24283395,0.251993812,0.112695059,-0.697196438
KO_heat_up,Il1r2,WT_39,39,WT,5,2.17853885,0.162364537,0.0726116285,0.878912845
KO_heat_up,Il1r2,cGASKO_37,37,cGASKO,5,1.0514619,0.178741024,0.0799354158,-1.01954516
KO_heat_up,Il1r2,cGASKO_39,39,cGASKO,5,2.15414803,0.229026581,0.102423801,0.837828749
KO_heat_up,Clu,WT_37,37,WT,5,-0.0313819492,0.400449323,0.179086382,-0.78371076
KO_heat_up,Clu,WT_39,39,WT,5,1.51615372,0.239606418,0.107155248,0.95890307
KO_heat_up,Clu,cGASKO_37,37,cGASKO,5,-0.16959464,0.278013852,0.124331574,-0.939346169
KO_heat_up,Clu,cGASKO_39,39,cGASKO,5,1.34320585,0.268723115,0.120176631,0.76415386
KO_heat_up,Camk2n1,WT_37,37,WT,5,3.35291373,0.256904448,0.114891162,-0.979501347
KO_heat_up,Camk2n1,WT_39,39,WT,5,4.39559227,0.233241031,0.10430856,0.758411744
KO_heat_up,Camk2n1,cGASKO_37,37,cGASKO,5,3.49764729,0.061133768,0.0273398522,-0.738262724
KO_heat_up,Camk2n1,cGASKO_39,39,cGASKO,5,4.51614861,0.155681838,0.0696230347,0.959352328
KO_heat_up,Gm26781,WT_37,37,WT,5,0.293033166,0.119202085,0.0533087931,-0.720289963
KO_heat_up,Gm26781,WT_39,39,WT,5,1.19793379,0.226321689,0.101214136,0.809143253
KO_heat_up,Gm26781,cGASKO_37,37,cGASKO,5,0.128116552,0.209218993,0.093565578,-0.99902659
KO_heat_up,Gm26781,cGASKO_39,39,cGASKO,5,1.25770897,0.220912621,0.0987951273,0.9101733
KO_heat_up,Cdcp1,WT_37,37,WT,5,1.06588352,0.267248429,0.119517131,-0.9019282
KO_heat_up,Cdcp1,WT_39,39,WT,5,2.04531606,0.0686390991,0.0306963383,0.782912573
KO_heat_up,Cdcp1,cGASKO_37,37,cGASKO,5,1.1103106,0.242554442,0.108473644,-0.825503787
KO_heat_up,Cdcp1,cGASKO_39,39,cGASKO,5,2.13926144,0.0780143607,0.0348890827,0.944519413
KO_heat_up,Klf5,WT_37,37,WT,5,0.482981477,0.196441861,0.0878514709,-0.632645641
KO_heat_up,Klf5,WT_39,39,WT,5,1.19999945,0.0731786729,0.0327264974,0.788239468
KO_heat_up,Klf5,cGASKO_37,37,cGASKO,5,0.26261113,0.149032563,0.0666493883,-1.06934452
KO_heat_up,Klf5,cGASKO_39,39,cGASKO,5,1.26333589,0.183282453,0.0819664046,0.913750693
KO_heat_up,Tctex1d2,WT_37,37,WT,5,0.623427917,0.297708947,0.133139489,-0.898622984
KO_heat_up,Tctex1d2,WT_39,39,WT,5,1.81219092,0.229983383,0.102851695,0.888127952
KO_heat_up,Tctex1d2,cGASKO_37,37,cGASKO,5,0.667419222,0.126719882,0.0566708538,-0.832502567
KO_heat_up,Tctex1d2,cGASKO_39,39,cGASKO,5,1.78216474,0.109975822,0.049182683,0.842997599
KO_heat_up,Gm7334,WT_37,37,WT,5,3.31205502,0.176365301,0.0788729603,-0.86092759
KO_heat_up,Gm7334,WT_39,39,WT,5,4.36292989,0.260203558,0.116366569,0.906661632
KO_heat_up,Gm7334,cGASKO_37,37,cGASKO,5,3.3065816,0.131550285,0.0588310757,-0.870133971
KO_heat_up,Gm7334,cGASKO_39,39,cGASKO,5,4.31402331,0.184324845,0.0824325766,0.824399929
KO_heat_up,Atp2b4,WT_37,37,WT,5,5.72114968,0.2888875,0.129194418,-0.83100535
KO_heat_up,Atp2b4,WT_39,39,WT,5,6.89134127,0.207273081,0.09269534,0.91278528
KO_heat_up,Atp2b4,cGASKO_37,37,cGASKO,5,5.67548127,0.115711414,0.0517477176,-0.899059285
KO_heat_up,Atp2b4,cGASKO_39,39,cGASKO,5,6.82725087,0.166916957,0.0746475325,0.817279354
KO_heat_up,Il1a,WT_37,37,WT,5,1.35627456,0.568905833,0.254422423,-0.86244429
KO_heat_up,Il1a,WT_39,39,WT,5,4.12942478,0.400677025,0.179188213,0.964316003
KO_heat_up,Il1a,cGASKO_37,37,cGASKO,5,1.35440358,0.393433773,0.175948932,-0.863676765
KO_heat_up,Il1a,cGASKO_39,39,cGASKO,5,3.82199895,0.365671891,0.163533441,0.761805052
KO_heat_up,Eomes,WT_37,37,WT,5,1.68606711,0.275260704,0.123100329,-0.83855871
KO_heat_up,Eomes,WT_39,39,WT,5,2.91735481,0.153444467,0.0686224519,0.988665888
KO_heat_up,Eomes,cGASKO_37,37,cGASKO,5,1.65559107,0.221012336,0.0988397216,-0.883784994
KO_heat_up,Eomes,cGASKO_39,39,cGASKO,5,2.74552937,0.215686137,0.0964577727,0.733677815
KO_heat_up,Gpr183,WT_37,37,WT,5,2.77892447,0.150716633,0.0674025272,-0.697048657
KO_heat_up,Gpr183,WT_39,39,WT,5,3.90758279,0.259151276,0.115895974,0.9065513
KO_heat_up,Gpr183,cGASKO_37,37,cGASKO,5,2.55258776,0.259238185,0.115934841,-1.01862829
KO_heat_up,Gpr183,cGASKO_39,39,cGASKO,5,3.8390119,0.27975209,0.125108938,0.809125648
KO_heat_up,Hbegf,WT_37,37,WT,5,4.69217163,0.266760559,0.119298949,-0.891938424
KO_heat_up,Hbegf,WT_39,39,WT,5,6.65471038,0.409089543,0.182950405,0.852078658
KO_heat_up,Hbegf,cGASKO_37,37,cGASKO,5,4.75105808,0.356894247,0.15960796,-0.839608774
KO_heat_up,Hbegf,cGASKO_39,39,cGASKO,5,6.68553216,0.335024839,0.149827663,0.87946854
KO_heat_up,Arhgef25,WT_37,37,WT,5,0.374662942,0.189943152,0.0849451598,-0.904084103
KO_heat_up,Arhgef25,WT_39,39,WT,5,1.57756404,0.294923604,0.131893846,0.922703573
KO_heat_up,Arhgef25,cGASKO_37,37,cGASKO,5,0.426662379,0.0755393691,0.0337822329,-0.825115076
KO_heat_up,Arhgef25,cGASKO_39,39,cGASKO,5,1.50104355,0.132695874,0.059343399,0.806495606
KO_heat_up,Gm37738,WT_37,37,WT,5,0.951977127,0.133197577,0.0595677674,-0.782470642
KO_heat_up,Gm37738,WT_39,39,WT,5,1.7089002,0.178828576,0.0799745704,0.624553698
KO_heat_up,Gm37738,cGASKO_37,37,cGASKO,5,0.879425184,0.215358655,0.0963113183,-0.917335534
KO_heat_up,Gm37738,cGASKO_39,39,cGASKO,5,1.9513582,0.258175441,0.115459567,1.07525248
KO_heat_up,Avpr1a,WT_37,37,WT,5,1.34311404,0.218967078,0.0979250544,-0.614565564
KO_heat_up,Avpr1a,WT_39,39,WT,5,2.39706723,0.263601903,0.117886355,1.08044764
KO_heat_up,Avpr1a,cGASKO_37,37,cGASKO,5,1.0702269,0.146326274,0.0654390989,-1.05343449
KO_heat_up,Avpr1a,cGASKO_39,39,cGASKO,5,2.09058673,0.119799622,0.0535760198,0.587552414
KO_heat_up,Timd2,WT_37,37,WT,5,0.707289144,0.445550658,0.199256312,-0.727282929
KO_heat_up,Timd2,WT_39,39,WT,5,2.33168773,0.35785269,0.160036588,0.9142268
KO_heat_up,Timd2,cGASKO_37,37,cGASKO,5,0.444486751,0.192891232,0.0862635812,-0.992853638
KO_heat_up,Timd2,cGASKO_39,39,cGASKO,5,2.2244998,0.339197749,0.151693845,0.805909767
KO_heat_up,Gm34680,WT_37,37,WT,5,0.272915873,0.229685288,0.102718383,-0.850583366
